retroID,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
adamb105,1,27,6,0,0,0,0,0,1,0,0
adamb106,0,0,249,90,12,15,7,0,0,0,0
adamd101,3,78,9,2,0,0,1,0,0,0,0
adled101,65,1840,453,26,4,2,8,19,37,16,0
afent001,20,613,123,5,1,3,6,0,17,3,0
agnes101,0,0,141,48,5,5,2,0,0,0,0
ainse101,0,0,1528,361,72,31,34,0,0,0,0
alexg101,205,5481,1008,100,35,8,24,0,212,67,0
alfaj002,130,3430,1135,71,13,9,14,0,72,26,0
alfoe002,150,4035,1059,76,17,10,7,0,93,39,0
allaa001,453,11965,2395,208,52,24,41,0,292,129,0
alleg001,342,8959,1762,146,32,24,27,0,233,110,0
alleh104,0,3,0,0,0,0,0,0,0,0,0
allen101,0,0,143,49,8,7,4,0,0,0,0
allib101,13,366,92,6,0,0,1,0,12,4,0
almob001,0,3,0,0,0,0,0,0,0,0,0
aloms001,1203,31914,7667,464,86,72,71,0,758,328,0
alvac001,1,24,10,0,0,0,0,0,2,0,0
andeb005,15,403,108,8,3,0,0,0,10,1,0
andef102,0,0,290,39,11,5,10,0,0,0,0
andej001,1,47,8,1,0,0,1,0,4,0,0
andrs101,0,0,154,26,12,2,6,0,0,0,0
anglt101,0,0,23,7,1,0,3,0,0,0,0
antoj102,0,0,9,1,0,1,0,0,0,0,0
arcif001,25,663,190,15,2,1,1,0,9,5,0
ardod001,132,3545,918,85,12,10,14,0,62,37,0
arenj001,370,9950,2691,200,24,12,39,0,228,83,0
armsg101,0,0,4,1,0,1,0,0,0,0,0
arnoc101,4,108,16,1,1,0,4,0,4,0,0
asbjc101,0,0,156,36,8,5,5,0,0,0,0
ashba001,1191,31541,7086,684,113,74,113,0,1112,445,0
ashft001,0,3,1,0,0,0,0,0,0,0,0
ashln001,5,124,41,3,0,0,0,0,2,1,0
astrj101,161,4329,2057,233,31,46,42,37,46,39,13
astuw001,14,393,114,7,1,0,0,0,6,3,0
atwet101,156,4065,1499,156,34,12,30,17,55,26,0
atwob101,0,0,1069,171,33,24,24,0,0,0,0
auldt101,0,0,7,0,0,0,0,0,0,0,0
ausmb001,1766,47522,12839,956,79,130,61,0,894,480,0
austj101,0,0,0,0,0,0,0,0,0,0,0
autrc102,0,0,268,60,12,6,7,0,0,0,0
avere102,163,4514,1118,88,19,10,28,51,101,41,5
avila001,772,20340,5886,363,32,53,53,0,467,193,0
aylwd101,0,0,4,0,0,0,0,0,0,0,0
ayraj001,0,58,14,0,0,0,0,0,0,0,0
azcuj101,773,20781,5329,452,44,67,117,211,243,201,26
baile101,983,26194,5267,450,80,57,48,187,293,195,34
bailm001,271,7377,1722,152,32,13,39,0,263,109,0
bakeb101,0,0,601,83,12,10,11,0,0,0,0
bakej002,288,7711,2190,135,18,7,21,0,248,57,0
bakop001,646,17254,4477,334,50,41,58,0,409,187,0
baldf101,0,0,9,0,0,0,1,0,0,0,0
baldr102,13,368,79,8,4,1,0,0,19,4,0
bandc001,367,9876,1888,183,27,23,36,0,242,122,0
bandj001,123,3269,942,73,6,8,11,0,67,31,0
bankb001,23,691,152,14,3,3,5,0,29,1,0
bantb001,1,24,5,0,0,0,0,0,2,0,0
barar001,965,25528,6768,401,51,47,54,0,491,187,0
bardj001,468,12675,3102,229,28,31,26,0,358,98,0
barna001,114,2977,1079,37,4,7,5,0,51,13,0
barnh101,0,0,0,0,0,0,0,0,0,0,0
barnt001,405,10737,3153,272,12,21,20,0,204,106,0
baros002,5,117,46,3,0,0,1,0,3,0,0
barrc101,50,1332,243,31,7,3,9,16,23,15,2
barrm003,820,21926,6020,358,50,50,74,0,591,165,0
bartb101,317,8454,1986,185,28,30,9,25,181,125,1
bassj102,0,0,2507,666,58,66,33,0,0,0,0
bated101,14,426,116,8,1,0,5,0,14,5,0
batej102,923,23822,5686,491,113,81,104,190,425,222,21
bathb001,36,970,234,12,2,2,2,0,36,12,0
batte101,1016,26308,6176,501,69,73,96,311,276,214,42
battm101,60,1641,1962,221,38,32,37,8,20,12,1
baueh101,0,3,0,0,0,0,1,0,0,0,0
beanb001,0,3,1,0,0,0,0,0,0,0,0
beckj102,0,0,69,11,3,0,2,0,0,0,0
belle002,3,87,18,0,0,0,0,0,0,0,0
bellt001,0,49,7,0,0,0,0,0,1,0,0
bencj101,1627,43467,9249,850,97,127,94,130,610,469,22
beneb001,892,23342,4651,577,53,50,55,0,772,360,0
bengb101,0,0,1334,286,20,42,15,0,0,0,0
benng001,475,12693,2915,171,27,21,30,0,257,71,0
bentb001,28,761,126,16,6,1,6,0,18,7,0
berbl101,334,8952,1786,172,15,25,26,63,93,97,8
bergj102,0,0,29,0,2,1,0,0,0,0,0
bergm103,0,0,1693,306,29,44,33,0,0,0,0
berrc103,0,0,2047,406,44,48,35,0,0,0,0
berrd002,507,13742,3104,273,41,24,49,0,399,179,0
berrr101,0,0,1704,278,23,35,25,0,0,0,0
berry101,868,22862,8738,798,110,175,76,123,208,203,10
bertd101,389,10176,2053,263,36,32,63,107,150,137,18
bethc001,105,2820,769,69,9,8,19,0,37,20,0
bettl101,0,0,4,0,0,0,1,0,0,0,0
biess001,0,9,2,0,0,0,0,0,0,0,0
biggc001,392,10479,2456,202,30,20,32,0,434,130,0
bilad001,277,7655,1757,202,24,15,29,0,242,143,0
billd101,222,5964,1259,117,23,22,34,0,149,81,0
billj103,0,0,272,82,10,4,5,0,0,0,0
biscj101,0,0,229,66,11,9,7,0,0,0,0
bishm101,3,75,16,1,1,0,0,0,3,1,0
bjorg101,25,676,136,16,1,0,4,0,24,8,0
blacf101,0,0,87,19,4,1,0,0,0,0,0
blact101,316,8821,1850,225,40,33,20,0,334,151,0
blaer101,0,0,5,0,0,0,0,0,0,0,0
blaic001,9,251,57,1,4,0,0,0,5,2,0
blanh001,794,21317,5659,475,38,78,55,0,360,269,0
blanj101,122,3445,750,46,15,5,18,39,58,15,2
blefc101,57,1572,336,32,7,1,14,15,35,26,0
blotj101,0,0,1,0,0,0,0,0,0,0,0
blowm001,0,3,1,0,0,0,0,0,0,0,0
bobbr101,3,94,18,2,0,0,0,1,1,2,0
boccj101,234,6655,1433,146,25,21,24,18,126,86,0
bochb002,203,5790,1218,130,29,17,14,0,220,88,0
boltc101,0,0,855,130,26,19,18,0,0,0,0
bookb101,5,166,27,2,1,0,1,1,4,1,0
boola101,0,0,271,58,9,8,5,0,0,0,0
boonb001,2091,55378,11260,1174,178,154,97,0,1108,731,0
bordp001,842,23049,5397,503,74,52,73,0,633,334,0
borgg101,407,10865,2257,236,28,26,14,0,283,178,0
boscj001,6,210,76,4,1,0,0,0,8,2,0
bottj102,0,0,44,9,0,0,3,0,0,0,0
boudl101,0,0,4,2,0,0,0,0,0,0,0
bower002,86,2826,677,46,10,6,10,0,71,16,0
boylj103,0,0,0,0,0,0,0,0,0,0,0
bradb103,0,0,4,2,1,0,0,0,0,0,0
bradg102,0,0,21,1,2,0,0,0,0,0,0
brads001,367,9721,2277,154,24,27,29,0,304,97,0
bragb101,0,0,518,75,12,16,3,0,0,0,0
branr002,103,2798,736,62,7,7,17,0,59,22,0
branr101,279,7818,1928,168,25,25,34,103,143,82,9
breed101,24,666,162,11,5,2,3,0,12,4,0
bremh101,0,0,239,36,6,4,5,0,0,0,0
brenb001,590,16082,3577,408,63,41,75,0,514,280,0
brenb101,0,0,237,30,4,5,7,0,0,0,0
bricj001,34,906,269,32,2,2,4,0,10,8,0
brigh101,6,181,26,4,0,1,1,6,7,2,0
brinc101,81,2443,513,59,7,9,16,2,53,33,0
britg102,0,0,3,1,0,0,0,0,0,0,0
britj001,18,518,145,13,1,1,5,0,11,6,0
britj002,61,1574,427,33,5,3,7,0,42,20,0
broot001,0,15,7,1,0,0,0,0,2,0,0
bross101,0,0,23,6,2,1,0,0,0,0,0
brott101,0,0,101,29,2,1,3,0,0,0,0
browd003,11,377,81,9,0,3,5,0,11,3,0
browd102,522,14081,3150,242,38,48,53,116,169,116,10
browj005,0,3,2,0,0,0,0,0,0,0,0
browk004,52,1493,380,29,4,2,7,0,43,18,0
browr102,7,239,46,5,0,2,0,1,7,3,1
browt002,52,1496,393,33,3,0,4,0,31,9,0
bruce101,0,0,708,95,16,20,11,0,0,0,0
bruce102,0,0,6,1,0,0,1,0,0,0,0
brugf101,0,0,484,149,40,17,23,0,0,0,0
brumg001,95,2887,536,36,11,6,12,0,79,28,0
brumm101,174,4772,1023,73,10,6,20,56,70,39,3
bruna101,0,18,4,0,0,0,0,0,0,0,0
bryab101,237,6374,1456,113,26,17,42,99,124,47,6
bryad101,28,804,225,12,4,4,6,8,29,4,0
buchj104,0,0,261,27,6,4,7,0,0,0,0
buckj001,992,26436,6733,363,58,50,49,0,495,166,0
buddr001,9,298,91,6,1,1,2,0,6,2,0
bullb101,108,2912,597,48,11,7,7,0,74,40,0
burbn101,49,1270,261,24,6,4,7,7,7,8,1
burgs101,808,21318,5214,441,71,63,73,144,273,156,14
burkj003,107,3060,768,39,7,2,8,0,55,26,0
burkl102,0,13,3,0,0,0,0,0,0,0,0
burkm101,0,3,1,0,0,0,0,0,0,0,0
burnj102,0,0,12,2,1,1,0,0,0,0,0
burrp101,0,0,254,17,0,3,7,0,0,0,0
busbj101,0,3,0,0,0,0,0,0,0,0,0
buted001,353,9842,2652,173,25,15,38,0,197,84,0
butes001,255,6873,1382,149,35,16,22,0,215,101,0
butld001,7,192,48,3,1,0,3,0,5,3,0
cabrf001,12,383,84,6,2,0,3,0,11,4,0
cabrr001,48,1312,374,22,4,2,2,0,33,11,0
cadyh101,0,0,85,35,2,2,5,0,0,0,0
caitg101,0,0,21,2,1,1,0,0,0,0,0
calds101,5,207,158,16,4,6,6,1,3,3,0
cameh101,0,0,489,55,17,5,5,0,0,0,0
camid101,214,5854,1452,105,25,10,20,63,84,55,2
campb101,0,3,2,1,0,0,0,0,1,0,0
campg101,0,0,751,123,22,13,19,0,0,0,0
campj104,64,1706,420,48,12,5,8,20,40,19,1
campj105,42,1341,328,26,6,5,7,9,41,14,0
campr102,431,11551,6520,550,85,82,56,93,85,80,4
cancr001,23,643,179,13,2,2,2,0,15,4,0
cannc101,617,15964,3161,333,62,42,50,109,255,174,21
carav001,38,1099,343,25,3,3,3,0,32,12,0
cardj001,53,1465,274,27,7,3,10,0,24,16,0
carif101,0,0,1,0,0,0,0,0,0,0,0
carll001,38,1085,296,20,3,3,5,0,38,10,0
carrc104,287,7270,1648,115,13,21,28,57,92,41,7
cartg001,1955,52107,11785,1203,121,149,84,0,1498,810,0
cartr101,14,387,88,8,3,1,2,5,6,5,0
casac001,150,4104,1297,86,9,10,9,0,79,31,0
casap101,729,19832,4040,395,69,65,65,135,314,210,21
casar001,276,7413,1814,139,26,21,23,0,221,82,0
cashk001,189,5172,1249,128,10,17,33,0,133,52,0
casta001,320,8596,2292,165,23,19,21,0,162,113,0
castj006,662,17488,4907,339,25,45,61,0,365,132,0
castj102,0,0,6,1,1,0,1,0,0,0,0
castm001,52,1454,306,24,8,3,7,0,37,21,0
castr002,373,10502,2691,172,29,21,16,0,221,94,0
castt101,3,78,16,3,1,0,1,0,1,2,0
castv101,0,0,207,32,6,8,8,0,0,0,0
castw002,579,15393,4266,378,44,35,46,0,282,140,0
centj001,87,2413,674,51,11,4,14,0,41,6,0
ceror001,1135,30342,6548,536,70,59,99,0,705,413,0
cervf001,582,15399,4474,365,47,32,40,0,361,110,0
chand101,0,1,0,0,0,0,0,0,1,0,0
chape102,0,0,64,18,4,3,3,0,0,0,0
charf001,1,27,7,2,0,1,0,0,1,0,0
chavr001,187,5144,1379,133,11,11,12,0,90,63,0
cherp101,0,0,89,12,1,0,2,0,0,0,0
chirr001,407,10714,2761,162,20,18,21,0,215,72,0
chith101,384,10199,2197,240,42,35,64,65,133,79,6
chozh101,0,0,4,1,1,0,0,0,0,0,0
chris001,5,138,37,4,0,0,1,0,7,4,0
churj101,0,0,15,4,0,0,0,0,0,0,0
ciana001,0,3,0,0,0,0,0,0,0,0,0
ciasd101,4,192,27,2,1,1,1,0,8,1,0
ciufn001,14,333,108,5,0,0,4,0,7,1,0
clarc001,10,306,87,11,1,2,2,0,6,7,0
clarc101,0,0,65,8,5,2,3,0,0,0,0
clarn101,0,0,75,34,3,1,3,0,0,0,0
clarp001,1,125,31,5,1,1,1,0,5,1,0
clemj001,35,876,195,7,1,0,5,0,18,2,0
clemv101,0,0,1396,396,31,35,31,0,0,0,0
clevs001,98,2576,687,43,7,2,7,0,80,16,0
clibs101,16,599,127,9,4,0,0,0,24,7,0
closj001,120,3193,778,55,13,8,12,0,89,28,0
cobld101,0,0,27,3,2,0,1,0,0,0,0
cochd001,13,505,100,15,1,1,7,0,10,6,0
cochm101,0,0,6414,840,111,104,88,0,0,0,0
cokej101,160,4323,1027,100,19,13,22,62,112,56,7
colbc001,29,842,191,16,2,4,6,0,18,11,0
colbg001,0,3,0,0,0,0,0,0,0,0,0
colbm101,65,1728,324,31,11,5,2,0,49,31,0
colec105,113,3129,667,82,18,12,17,46,61,41,7
colia001,1,27,8,0,0,0,0,0,0,0,0
collp101,0,0,1339,249,43,27,20,0,0,0,0
collr102,0,0,138,24,8,3,5,0,0,0,0
comew101,0,9,2,0,0,0,0,2,0,0,0
compm101,38,978,265,13,4,1,5,0,23,11,0
congh001,287,7791,2284,139,31,17,6,0,247,58,0
conne101,0,0,366,86,16,2,5,0,0,0,0
conng101,0,0,13,1,0,0,2,0,0,0,0
conrb101,0,0,590,74,18,13,12,0,0,0,0
contw001,255,6962,2184,188,30,16,22,0,135,63,0
coopw102,89,2386,5166,589,138,80,79,21,22,12,0
coraj001,0,6,3,0,0,0,0,0,1,0,0
corpc001,197,5273,1471,107,20,17,10,0,133,40,0
corrp102,236,6239,1418,106,24,17,20,29,108,55,2
corrv101,329,8777,1704,216,41,10,59,0,293,106,0
costc001,176,4925,1253,58,7,10,10,0,106,30,0
cotah001,131,3514,847,61,5,7,13,0,65,26,0
courc101,516,13834,3556,379,50,63,57,108,214,143,16
cousd101,0,0,1,0,1,0,0,0,0,0,0
cox-d002,3,155,48,4,2,1,0,0,2,1,0
cox-l101,266,6950,1279,159,25,17,20,0,211,105,0
crand102,1133,30642,7352,759,89,116,60,174,289,240,39
crisd102,2,72,13,0,0,0,0,0,2,0,0
cromh101,0,0,108,19,2,1,3,0,0,0,0
cronb101,0,0,338,54,13,11,7,0,0,0,0
croub101,0,0,1296,385,63,37,22,0,0,0,0
crouj101,0,0,66,14,2,1,1,0,0,0,0
crowd101,1,51,9,1,0,0,1,0,4,1,0
crumg101,0,0,16,4,0,1,0,0,0,0,0
cruzt002,134,4003,1172,77,4,7,12,0,68,25,0
culpb102,0,0,23,2,2,0,1,0,0,0,0
cummj101,0,0,90,17,6,2,1,0,0,0,0
dahlb101,0,0,0,0,0,0,0,0,0,0,0
dalem001,16,562,116,7,1,2,2,0,17,6,0
dalep101,277,7889,1473,144,11,21,25,50,106,56,7
dalrc101,869,23505,5557,566,78,79,91,218,320,306,30
dalyt102,0,0,314,76,11,12,4,0,0,0,0
dannh101,0,0,3257,455,57,64,32,0,0,0,0
danni101,0,0,8,3,1,0,2,0,0,0,0
dantf101,0,0,152,16,14,0,1,0,0,0,0
dappc101,0,0,20,3,0,1,0,0,0,0,0
darnt001,359,9488,3009,154,18,21,22,0,229,62,0
datzj001,1,57,17,1,0,0,0,0,0,1,0
dauld001,891,23824,5417,445,66,70,64,0,701,290,0
davib003,403,10894,2791,175,25,41,34,0,224,115,0
davib004,32,834,215,16,4,0,1,0,19,7,0
davib101,211,5584,959,100,24,14,11,0,131,73,0
david001,1,42,6,1,0,0,0,0,1,1,0
davij001,976,25688,5520,640,81,65,98,0,815,445,0
davis101,0,0,4374,684,84,97,54,0,0,0,0
davit003,1,33,9,1,1,0,0,0,2,1,0
davit004,1,18,9,1,0,0,0,0,2,0,0
debeh101,0,0,2645,423,58,46,45,0,0,0,0
decks001,183,4869,1185,104,15,15,22,0,128,65,0
deidj101,0,22,7,1,0,0,0,0,0,1,0
dekob101,0,0,1,0,0,0,0,0,0,0,0
delab102,0,0,791,74,25,14,12,0,0,0,0
delga001,1,63,16,0,2,1,0,0,3,0,0
delgc001,0,15,3,0,0,0,0,0,0,0,0
dempr001,1343,36970,7367,768,99,111,61,0,770,507,0
denno101,0,0,213,36,2,6,5,0,0,0,0
depaj001,0,3,1,0,0,0,0,0,0,0,0
depht101,0,0,47,5,1,0,0,0,0,0,0
desag101,0,0,2837,325,34,41,19,0,0,0,0
devac001,4,177,52,1,0,0,1,0,8,1,0
devim101,0,0,54,9,4,0,3,0,0,0,0
devlj101,0,0,1,1,0,0,1,0,0,0,0
devoa101,0,0,394,95,17,4,12,0,0,0,0
dewij001,10,243,49,5,2,1,0,0,4,5,0
diazb001,869,23090,5294,525,82,60,71,0,686,357,0
diazc002,0,40,13,3,0,0,0,0,1,1,0
diaze002,577,15548,4155,399,46,43,35,0,370,189,0
diaze005,104,2897,864,82,13,10,3,0,48,20,0
diazm001,2,134,33,2,0,0,2,0,4,1,0
diazr001,34,873,193,24,2,2,7,0,27,10,0
dickb101,0,0,7965,954,108,137,76,0,0,0,0
dickg101,0,0,560,71,17,15,15,0,0,0,0
didib101,220,5855,1276,119,9,12,51,29,132,47,0
dietd101,477,12882,2860,202,61,30,86,76,273,98,1
difem001,458,12083,3023,300,40,43,52,0,280,151,0
dillp101,0,0,572,160,34,20,19,0,0,0,0
distb001,0,18,2,0,0,0,1,0,1,0,0
dixol101,0,0,492,139,19,12,6,0,0,0,0
dolla101,0,0,11,2,2,0,0,0,0,0,0
domia001,1,24,5,0,0,0,0,0,2,0,0
donaj001,8,214,64,5,2,0,1,0,8,4,0
donot101,100,2700,466,45,8,9,8,0,91,37,0
dormc101,0,0,1,1,0,0,0,0,0,0,0
dorsb001,100,2737,693,50,4,10,14,0,55,30,0
dottd101,82,2229,443,47,6,6,7,17,44,21,4
douga101,0,0,16,9,2,0,1,0,0,0,0
doumr001,504,13193,2907,285,42,30,40,0,351,108,0
downb001,610,16347,3383,325,40,31,26,0,519,264,0
doyld101,0,0,46,8,2,0,0,0,0,0,0
dresb102,0,0,114,14,2,2,4,0,0,0,0
duncd101,810,21888,4528,352,79,64,72,55,472,225,0
duram001,27,716,183,13,5,1,0,0,11,6,0
dyerd101,545,15144,3501,291,30,52,31,3,354,199,0
earlj101,0,0,2566,417,74,65,76,0,0,0,0
easle001,1,42,14,0,0,0,0,0,0,0,0
eastr102,0,0,29,4,0,1,1,0,0,0,0
edwab101,17,442,1926,200,39,32,38,6,10,6,1
edwad102,234,6281,1520,117,24,24,20,67,122,53,6
edwaj101,1268,34055,8925,703,82,105,102,303,580,376,26
egant101,287,7660,1861,171,27,23,50,23,212,94,1
ellia001,571,15319,4622,393,16,40,34,0,287,141,0
ellij101,245,6783,1306,123,33,17,26,4,174,88,0
ellir104,0,0,144,44,7,1,2,0,0,0,0
elmoj001,0,13,1,0,0,0,0,0,0,0,0
encaa001,55,1496,356,51,12,2,5,0,51,23,0
engld001,161,4364,777,66,18,7,11,0,112,46,0
ennir101,0,0,0,0,0,0,0,0,0,0,0
enrig101,1,21,4,0,0,0,0,0,4,1,0
eppsa101,0,0,6,0,2,0,0,0,0,0,0
erauj101,0,0,49,8,1,1,0,0,0,0,0
erich101,0,0,84,19,3,7,2,0,0,0,0
escoe001,0,3,0,0,0,0,0,0,0,0,0
espij001,19,614,130,11,1,0,2,0,16,3,0
espob001,0,12,3,0,0,0,0,0,0,0,0
espyc001,0,6,0,0,0,0,1,0,0,0,0
essij001,524,14226,2834,377,52,51,28,0,402,274,0
estab001,259,6914,1775,113,15,23,21,0,162,59,0
estrf101,0,12,1,0,0,0,1,0,0,0,0
estrj001,532,14036,3538,223,26,35,23,0,322,103,0
etcha101,781,20903,4884,365,68,45,43,94,388,244,3
euset001,444,12094,3224,212,28,26,31,0,283,119,0
evana101,0,0,2295,284,56,51,57,0,0,0,0
expol001,6,171,43,3,0,0,1,0,1,1,0
ezzeh101,0,0,6,2,0,0,0,0,0,0,0
fabrj001,496,13280,3185,298,38,30,39,0,322,178,0
faheb101,259,7229,1355,153,17,24,16,0,202,104,0
fannj101,38,1067,213,25,5,5,8,11,11,13,1
farmk001,0,27,5,1,0,0,0,0,0,0,0
fasas001,340,9025,2189,166,31,20,23,0,174,80,0
fedet001,83,2380,678,82,11,2,5,0,51,23,0
fehrb101,0,0,2,0,0,0,0,0,0,0,0
feldm101,0,0,8,2,0,0,0,0,0,0,0
felip001,0,1,0,0,0,0,0,0,1,0,0
fellj101,0,3,1,0,0,0,0,1,0,0,0
felsj101,20,621,113,11,4,1,0,1,8,3,0
fergj101,679,18292,3905,376,56,54,84,0,452,236,0
ferne101,0,0,88,11,5,2,1,0,0,0,0
fernf101,192,5274,1116,91,10,10,19,32,79,58,3
ferrr101,0,0,7248,1127,135,139,142,0,0,0,0
fickr001,123,3286,776,50,13,6,21,0,107,19,0
figgm001,28,798,180,13,5,1,2,0,22,7,0
filis101,0,0,0,0,0,0,0,0,0,0,0
fimpj001,61,1676,437,43,7,2,11,0,51,37,0
finlb102,0,0,367,57,15,7,5,0,0,0,0
finnh101,0,0,208,23,4,6,5,0,0,0,0
firod001,0,99,16,1,1,0,1,0,0,1,0
fiscm001,0,9,1,0,0,0,0,0,3,0,0
fiskc001,2097,55533,11369,1048,155,147,129,1,1302,665,0
fitze101,302,8017,2398,260,67,37,54,47,112,72,7
fitzm001,633,17177,4184,304,54,44,40,0,737,217,0
flahj001,920,24647,5784,457,67,66,43,0,707,302,0
fletd001,1028,26577,6678,406,47,49,46,0,884,280,0
florj002,239,6464,1663,131,15,12,21,0,152,51,0
florp101,0,0,212,41,17,7,7,0,0,0,0
flowt001,602,16026,4843,332,30,33,60,0,383,115,0
foilh101,424,11286,2362,209,36,40,47,99,114,84,6
folem001,107,2883,577,49,9,7,11,0,107,40,0
footb101,565,15020,3263,326,53,56,41,0,340,208,0
fordb001,514,13689,3299,185,42,29,29,0,406,127,0
fossr101,796,21263,4831,438,78,61,70,14,437,286,0
fox-c101,0,0,7,0,0,0,0,0,0,0,0
fox-j001,20,565,130,10,1,0,2,0,11,3,0
foxxj101,0,0,420,60,5,7,9,0,0,0,0
franh101,0,0,537,64,9,11,5,0,0,0,0
freeb103,1506,40309,9941,721,72,98,106,212,741,433,16
freed001,0,3,1,0,0,0,0,0,1,0,0
freer101,0,3,1,0,0,0,1,0,0,0,0
freid001,37,948,315,13,2,2,3,0,16,5,0
frenj101,193,5120,1052,128,22,16,16,45,98,85,3
fribb101,0,0,0,0,0,0,0,0,0,0,0
fry-j102,2,72,16,1,0,0,0,0,8,0,0
fryee001,85,2490,689,37,6,4,5,0,54,16,0
fuhro101,0,0,5,0,0,0,0,0,0,0,0
fussl101,0,0,117,13,1,1,4,0,0,0,0
gafff101,0,0,1,1,0,0,0,0,0,0,0
galer002,4,126,40,0,1,0,0,0,5,0,0
gallc001,24,649,169,4,1,0,1,0,11,3,0
garaj101,50,1296,2395,271,38,29,35,4,16,7,0
garbb102,0,0,399,45,2,9,9,0,0,0,0
garbm101,0,0,574,88,12,19,8,0,0,0,0
garca006,7,180,54,3,0,0,0,0,3,1,0
garcg001,9,261,79,6,1,1,2,0,9,7,0
garnd001,71,1956,523,40,5,2,9,0,25,17,0
garra101,7,312,64,7,3,1,7,0,11,4,0
garrh101,0,0,11,5,1,0,1,0,0,0,0
garvm001,79,2160,671,37,5,2,10,0,52,12,0
gasta101,0,0,487,109,13,11,9,0,0,0,0
gastt101,13,515,95,7,1,2,1,6,7,2,0
gatte001,224,6035,1925,123,18,8,16,0,119,38,0
gaudj101,3,105,27,1,1,0,0,0,3,0,0
gauts101,0,0,23,3,1,2,0,0,0,0,0
gedmr001,848,22833,5274,431,92,62,84,0,633,314,0
georg101,0,0,413,44,8,7,7,0,0,0,0
gereb001,222,6028,1319,126,12,17,18,0,147,89,0
gharp101,0,0,1486,441,52,48,24,0,0,0,0
gibbj001,14,384,87,10,1,1,0,0,14,6,0
gibbj101,426,11500,2441,209,37,27,20,53,140,108,3
gibsc101,0,0,14,6,3,0,0,0,0,0,0
gibsf101,0,0,822,214,31,26,15,0,0,0,0
gibsr102,216,5949,1369,105,26,14,31,72,115,69,2
gil-g001,236,6350,1537,136,14,24,31,0,141,64,0
giled101,4,192,35,4,0,1,0,2,4,2,0
gilhg101,0,0,2,1,1,0,0,0,0,0,0
gillp103,0,0,196,28,5,1,3,0,0,0,0
gimec001,243,6435,1841,123,15,18,19,0,145,50,0
gimeh001,21,605,170,12,2,3,5,0,16,6,0
ginsj101,204,5816,2304,234,44,40,63,40,64,51,4
giraj001,1128,30184,7619,605,77,77,82,0,798,384,0
giult101,0,0,786,109,22,16,20,0,0,0,0
gladj101,0,0,31,2,0,0,1,0,0,0,0
glenj101,0,0,822,113,27,11,12,0,0,0,0
goddj101,12,303,67,5,2,1,2,0,15,3,0
goffj001,59,1589,375,30,11,5,21,0,58,17,0
goggc101,0,12,1,0,0,0,0,0,0,0,0
gomer001,12,279,69,8,4,1,1,0,22,2,0
gomey001,561,15085,4967,337,41,32,30,0,235,125,0
gondj101,186,5178,1020,153,23,20,46,76,113,68,7
gonza006,3,72,21,1,1,0,1,0,2,1,0
gonzl002,0,16,4,0,0,0,0,0,0,0,0
gonzm004,1,54,12,1,0,0,0,0,2,0,0
gonzm101,0,0,1732,352,31,54,27,0,0,0,0
gonzw001,219,5884,1515,128,18,24,24,0,115,71,0
goocj101,0,0,2279,511,78,70,37,0,0,0,0
goosg101,28,828,182,12,5,2,6,10,31,8,0
gordm101,6,214,45,1,1,1,0,0,11,1,0
goset001,111,3034,900,65,4,4,6,0,49,26,0
gowdh101,0,0,1380,435,36,44,13,0,0,0,0
grabj101,0,0,909,172,23,17,11,0,0,0,0
grace101,0,0,1977,247,30,49,12,0,0,0,0
gracj101,0,0,36,3,2,1,5,0,0,0,0
grahd101,99,2501,466,55,11,4,13,0,58,39,0
grahr101,0,0,81,15,5,1,3,0,0,0,0
grany001,574,15526,5143,296,32,26,64,0,315,109,0
grasm101,3,126,1166,158,49,20,21,3,3,1,0
gratj001,32,925,284,30,1,1,0,0,24,12,0
graym101,0,0,10,0,0,0,0,0,0,0,0
greec002,21,667,180,12,1,0,2,0,18,5,0
greed102,0,9,0,0,0,0,0,0,0,0,0
greeg101,134,3464,684,52,10,5,22,54,66,20,1
greem001,0,3,3,0,1,0,0,0,2,0,0
greet003,255,6782,1495,113,14,13,26,0,203,70,0
gregt002,6,180,44,2,1,0,3,0,3,2,0
greig001,30,777,238,12,1,1,3,0,17,5,0
gremb101,0,0,0,0,0,0,0,0,0,0,0
griet102,0,0,2,0,0,0,0,0,0,0,0
grotj001,0,12,3,0,0,0,0,0,0,0,0
grotj101,1234,32827,8081,635,78,76,75,177,579,350,17
grubf101,0,0,1173,208,42,20,17,0,0,0,0
gubac001,10,248,39,8,1,1,3,0,8,3,0
guerm102,0,0,1637,242,48,33,41,0,0,0,0
guldb001,120,3271,730,84,15,13,12,0,111,55,0
gustf101,0,0,4,0,0,0,0,0,0,0,0
guzme001,18,521,110,10,1,1,1,0,6,5,0
gwosd001,24,853,194,13,4,3,3,0,16,9,0
haady001,10,269,61,6,3,1,0,0,5,5,0
haase001,2,96,29,0,1,0,0,0,5,0,0
haefb101,0,0,195,48,8,1,2,0,0,0,0
hahnd101,0,0,1,2,0,0,0,0,0,0,0
hairj101,1,15,3,1,0,0,1,0,0,0,0
hairs101,0,0,3,0,0,0,0,0,0,0,0
hallb105,39,1053,206,25,4,5,4,4,20,11,1
hallt001,635,16768,3795,260,44,30,37,0,312,154,0
hallt102,1080,28997,7012,508,64,86,121,239,485,258,22
