retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
moort002,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0
moort101,0.3018,6.126,2,4,42,3,0,0,0,265,100,53,6,49,40,7,7,4,0,409,17,62,4,3,9
moort102,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0
moorw101,0.2729,3.9629,51,44,261,32,14,2,49,2073,732,284,25,232,204,0,14,3,2,3044,160,356,0,0,0
moorw102,0.1912,3.7025,30,29,133,60,18,4,4,1540,450,214,25,292,228,0,9,24,1,2258,42,243,0,0,0
moosb101,0.2707,3.885,76,71,289,160,35,13,19,3912,1308,507,75,387,827,59,25,30,6,5501,59,566,48,30,43
mootj101,0.2829,3.9543,16,23,111,38,14,1,8,1301,434,194,33,194,145,0,20,4,2,1896,44,227,0,0,0
morab001,0.25,4.26,1,0,10,0,0,0,0,19,6,3,1,2,10,1,0,2,0,29,0,3,1,0,0
morab103,0.302,4.66,1,3,15,5,0,0,0,139,57,24,5,23,17,2,0,6,0,221,1,27,2,1,4
morad001,0.6335,41.4,0,0,4,0,0,0,0,8,10,12,1,2,2,0,1,1,0,22,2,12,1,2,0
moraf001,0.2474,4.9109,23,30,305,47,0,0,11,1470,483,248,61,223,385,19,25,28,18,2152,68,267,21,19,43
morah103,0.19,2.25,1,1,7,2,1,0,0,69,22,10,3,12,4,0,0,0,1,100,1,10,0,0,0
morak001,0.1665,4.5,0,0,2,0,0,0,0,6,1,1,0,3,0,0,0,1,0,11,2,1,0,1,0
morao001,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0
morea001,0.385,10.13,0,0,5,2,0,0,0,24,15,9,1,3,9,0,0,0,0,42,1,9,0,0,0
morea101,0.2605,3.805,4,10,21,12,3,0,1,242,82,36,9,37,34,0,3,1,0,349,3,41,1,3,7
mored001,0.243,4.995,1,1,9,0,0,0,0,48,15,9,2,5,14,0,1,3,0,71,4,10,0,0,1
mored103,0.2401,4.305,40,64,177,134,19,6,1,2458,730,378,78,463,627,9,41,12,1,3608,15,430,6,3,0
moree001,0.311,4.84,1,3,19,0,0,0,0,67,28,12,3,15,15,3,0,2,0,108,5,13,1,0,1
morej001,0.207,5.71,3,3,49,0,0,0,0,142,28,23,7,38,39,3,5,0,3,207,7,27,1,1,3
morej102,0.2675,4.0725,18,22,73,45,14,0,2,1010,349,159,31,157,119,0,3,7,1,1483,15,181,0,0,0
morem001,0.2,0,0,0,2,0,0,0,0,6,2,0,0,0,1,0,0,0,0,8,2,0,0,0,0
moreo002,0.2257,5.63,3,1,47,0,0,0,1,152,43,25,2,20,41,0,2,3,1,216,15,29,2,0,2
morer001,0.2955,4.4525,2,2,42,0,0,0,0,179,77,33,7,28,32,7,1,1,1,274,9,35,2,1,7
morer101,0.2571,3.7678,47,27,168,82,24,5,12,2170,656,294,61,339,408,20,26,11,2,3094,37,322,35,27,52
mores101,0.2867,5.775,5,19,132,24,3,0,5,955,357,170,34,110,184,15,7,7,5,1407,38,190,0,0,0
morga001,0.252,4.482,13,26,182,36,0,0,1,994,349,177,56,96,286,9,8,11,2,1422,16,190,4,9,21
morgc101,0.485,16.765,1,1,19,0,0,0,1,95,45,26,0,19,8,0,0,1,0,154,12,32,0,0,0
morgm001,0.2887,4.856,141,186,597,411,46,10,8,8317,2943,1303,270,938,1403,77,105,73,5,11872,56,1431,124,75,332
morgt101,0.2723,3.7285,67,47,443,61,18,7,64,3070,1040,410,95,300,364,34,12,40,3,4293,204,467,0,0,0
morij001,0.3045,12.0175,0,0,9,1,0,0,0,32,15,16,5,7,8,0,0,2,0,56,4,16,1,0,0
morim002,0.2852,5.5262,11,11,238,0,0,0,2,674,220,116,21,59,192,11,6,11,1,945,50,129,9,11,15
moris001,0.409,11.57,0,0,2,0,0,0,0,14,9,6,2,5,5,0,0,0,0,27,0,6,0,0,1
morlj101,0.2515,4.12,2,5,49,7,1,0,0,318,96,49,6,71,61,8,10,3,2,478,10,55,8,6,13
morma001,0.282,5.066,6,7,176,0,0,0,3,428,161,76,21,75,98,10,7,5,1,652,26,81,2,6,13
morod101,0.265,2.39,0,1,22,0,0,0,1,113,39,10,1,10,15,3,1,1,0,160,8,10,1,1,2
moror001,0.194,2.6833,8,9,132,0,0,0,1,385,81,38,9,73,160,6,8,3,0,537,15,41,2,4,7
morra001,0.3767,24.84,0,0,18,0,0,0,0,66,27,15,4,15,16,0,1,0,0,105,13,15,0,0,2
morra002,0.237,6.3,0,0,7,0,0,0,0,30,9,7,2,8,9,0,0,0,0,47,3,7,0,1,0
morrb001,0.2416,3.6058,51,43,334,113,4,4,40,2577,761,378,88,368,877,11,40,27,2,3653,95,406,17,27,50
morrb002,0.2429,3.1929,20,12,231,0,0,0,1,708,223,82,22,101,168,14,18,11,1,1007,59,93,14,10,31
morrb101,0.2733,3.5967,8,6,48,9,3,0,2,431,172,74,9,57,35,0,1,2,1,638,15,83,0,0,0
morrb102,0.24,4.33,1,1,8,3,1,0,0,81,25,13,0,19,15,0,0,3,0,126,4,21,0,0,0
morrb103,0.345,10.2,0,3,6,3,1,0,0,70,30,21,2,22,5,0,0,2,0,120,2,24,0,0,0
morrd102,0.245,3.375,0,2,6,3,0,0,0,48,16,5,1,8,7,1,2,0,0,72,1,9,0,0,0
morre102,0.288,5.022,42,45,140,78,43,2,6,2022,702,314,20,293,256,0,10,12,1,3016,39,375,0,0,0
morrg101,0.295,8.23,1,2,12,3,1,0,0,112,44,21,2,18,6,0,4,0,0,174,6,26,0,0,0
morrj001,0.2496,4.0072,254,186,549,527,175,28,0,11472,3567,1657,389,1390,2478,99,206,58,27,16120,10,1815,113,114,299
morrj002,0.214,0,0,0,3,0,0,0,0,11,3,0,0,2,1,0,0,0,0,16,3,0,0,0,0
morrj004,0.2085,5.07,0,0,21,0,0,0,0,45,13,8,2,9,13,1,1,1,0,69,6,12,1,0,1
morrj105,0.264,3.493,103,80,297,164,90,13,23,4605,1574,622,57,506,546,0,30,28,1,6524,95,737,0,0,0
morrj106,0.2771,4.7137,11,7,132,10,2,0,2,697,227,102,19,86,137,17,18,8,2,997,41,117,7,7,3
morrm001,0.2793,4.4633,121,92,307,276,23,8,4,5418,1867,799,175,509,1214,36,30,74,9,7669,12,889,90,50,186
morrp101,0.33,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0
mortc002,0.262,4.3742,91,87,250,249,3,2,0,4204,1359,633,118,508,1234,21,53,117,5,6030,0,707,51,35,151
mortc003,0.287,5.12,6,11,74,13,0,0,0,502,167,87,26,74,112,5,8,9,0,733,22,102,6,7,16
mortc102,0.2756,3.8938,87,92,255,242,51,13,1,4946,1753,684,120,565,650,65,18,27,9,7113,4,776,82,48,92
mortg101,0.255,4.1417,45,34,166,81,34,11,2,2209,729,307,16,290,343,0,17,9,2,3152,47,386,0,0,0
mortk001,0.284,4.59,6,5,16,15,1,0,0,259,93,44,9,40,45,2,1,1,1,379,0,49,3,7,9
moscg001,0.2986,8.962,13,14,70,26,0,0,0,668,206,106,28,86,166,4,14,8,1,956,11,119,2,5,12
moscj001,0.271,6.325,1,4,8,8,0,0,0,99,37,25,12,15,16,1,1,1,0,155,0,28,3,2,1
mosed001,0.3084,5.9643,15,21,101,53,0,0,0,1075,397,186,43,117,199,10,10,9,2,1543,17,202,7,14,39
mosej001,0.2275,6.75,0,0,3,0,0,0,0,9,5,3,0,3,0,0,1,0,0,16,3,3,0,0,1
moser001,0.364,7.71,0,0,3,0,0,0,0,7,4,2,0,3,2,0,1,1,0,15,1,3,0,0,0
moskd001,0.302,2.96,1,1,31,0,0,0,0,73,29,8,0,9,11,3,0,0,0,110,6,11,4,1,5
moskp101,0.278,4.5614,32,27,148,92,7,4,5,1901,650,297,67,243,374,18,25,6,15,2727,13,315,30,22,44
mosoj101,0.5,27,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0
mossd001,0.2498,6.844,22,19,74,61,0,0,0,1085,340,181,47,195,204,10,27,18,5,1589,6,200,18,9,37
mossd101,0.2442,3.3642,101,80,460,165,55,8,50,4644,1493,590,156,385,932,34,12,19,6,6464,148,672,0,0,0
mosse101,0.33,32.4,0,0,3,0,0,0,0,5,2,6,1,7,1,0,0,0,0,13,0,6,0,0,0
mossm101,0.25,6.27,0,0,12,1,0,0,1,56,18,13,0,14,4,0,0,0,0,87,2,13,0,0,0
mossr101,0.3414,4.5571,22,18,112,42,13,3,2,1248,474,229,29,189,109,0,4,11,1,1887,28,272,0,0,0
motad001,0.37,8.44,0,0,4,0,0,0,0,16,10,5,1,1,3,0,1,0,0,28,3,5,0,0,0
motag001,0.2397,4.1156,39,45,743,0,0,0,10,2570,762,375,90,331,696,50,32,24,4,3604,212,396,28,31,51
mottj001,0.2277,3.3211,27,15,444,0,0,0,60,1193,334,146,49,125,375,14,8,16,1,1630,162,158,8,17,32
mottt001,0.375,4.5,0,0,2,0,0,0,0,4,2,1,1,1,1,0,0,1,0,8,2,1,0,0,0
moulg101,0.29,4.91,7,8,66,11,0,0,4,482,188,93,13,98,50,0,5,1,1,745,37,105,0,0,0
mount001,0.317,7.11,1,5,11,11,0,0,0,152,65,40,9,25,30,0,1,5,0,238,0,42,2,1,2
moyag001,0.2265,4.485,3,1,42,6,0,0,1,128,40,22,8,15,36,0,1,1,1,185,10,22,0,2,2
moyej001,0.2722,4.407,269,209,696,638,33,10,0,12222,4231,1926,522,1155,2441,69,57,146,12,17356,15,2076,146,106,332
moylp001,0.2569,3.3625,24,10,499,0,0,0,4,1256,370,144,30,180,324,34,14,21,1,1768,74,170,18,15,62
mrozr101,0.275,5.525,1,3,37,5,1,0,1,247,87,49,12,44,44,2,2,4,0,370,17,52,0,0,0
mudrp101,0.4,9,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,5,1,1,0,0,0
muelg101,0.34,10.29,0,0,8,0,0,0,0,21,11,8,1,13,1,0,0,0,0,45,1,8,0,0,0
muell101,0.215,4.265,6,8,30,18,6,2,1,443,126,62,9,68,50,0,1,2,1,627,3,72,0,0,0
muelw101,0.3455,5.445,1,0,6,0,0,0,0,44,20,10,1,6,7,0,0,0,0,71,2,12,0,0,1
muffb101,0.3217,5.0817,16,23,125,32,7,1,15,1129,407,181,38,132,188,18,7,12,0,1653,52,213,0,0,0
muicj101,0.43,11,0,0,3,0,0,0,0,27,19,11,1,5,1,0,1,0,0,50,2,12,0,0,0
muirj101,0.23,4.535,2,5,21,6,1,0,0,156,53,30,5,25,22,0,1,0,0,234,4,34,0,0,0
mujie001,0.2815,4.6146,24,28,499,4,0,0,50,1659,562,241,80,89,430,20,9,7,5,2254,180,257,15,18,54
mulch101,0.2811,4.2889,45,89,220,143,63,5,9,3485,1271,579,69,487,314,0,36,39,4,5161,48,695,0,0,0
muldm001,0.3169,5.9744,103,60,205,203,25,10,0,3942,1352,611,141,412,834,15,47,50,1,5562,1,657,51,29,166
mulht001,0.293,4.7523,124,142,685,332,46,10,5,7727,2833,1262,293,681,1325,65,64,70,3,11060,128,1396,133,84,267
mullc001,0,3,0,0,3,0,0,0,0,9,0,1,0,4,4,0,0,1,0,14,1,1,0,0,0
mulld101,0.275,5.28,3,3,25,6,2,0,1,243,82,40,1,39,23,0,2,4,1,356,12,43,0,0,0
mullg001,0.25,0,0,0,2,0,0,0,0,3,1,0,0,0,1,0,0,1,0,5,1,0,0,0,0
mullj101,0.27,3.63,1,0,14,2,1,0,0,134,46,18,1,27,13,0,0,2,0,198,5,21,0,0,0
mulls002,0.2958,7.524,4,5,75,1,0,0,0,203,76,35,9,35,35,2,2,3,0,313,17,38,4,4,8
mulrd101,0.35,7.23,2,8,12,10,3,0,0,168,84,45,2,36,10,0,1,2,0,279,1,52,0,0,0
mulrf101,0.27,3,0,1,2,0,0,0,0,9,3,1,0,0,2,0,0,0,0,12,2,2,0,0,0
mulvk001,0.407,13.3467,0,3,10,4,0,0,0,82,34,24,7,14,19,0,1,3,0,131,2,24,1,2,2
muncb101,0.3031,5.3377,80,82,288,165,67,11,9,4204,1503,592,108,392,525,0,19,15,1,5968,72,669,0,0,0
mungr101,0.2727,4.8418,77,56,273,161,54,13,12,3686,1243,523,86,500,564,6,17,11,1,5287,51,574,0,0,0
mungv101,0.2364,3.5664,120,115,364,259,123,20,16,6339,1957,815,89,868,1242,0,52,33,5,9033,61,957,0,0,0
munic001,0.196,6.555,1,1,20,0,0,0,0,77,25,16,4,9,18,0,2,2,0,110,9,16,0,1,1
munim101,0.225,6.97,0,1,5,0,0,0,0,31,9,8,2,8,6,1,0,0,0,48,1,8,0,0,0
munnl101,0.2767,4.42,4,13,61,15,4,0,2,545,203,96,14,105,58,0,10,4,0,826,23,132,0,0,0
munns101,0.32,4.5,0,0,4,0,0,0,0,18,8,3,0,5,2,0,1,0,0,31,0,3,0,1,0
munoa001,0.306,8.4,0,1,24,1,0,0,0,59,26,20,6,19,14,2,2,3,0,107,3,20,2,2,0
munoa002,0.188,3.91,1,1,22,0,0,0,1,69,16,10,2,11,30,0,1,0,1,97,3,10,1,0,3
munob001,0.3153,6.4786,11,22,100,38,1,0,1,835,324,160,30,119,153,8,12,10,3,1260,23,181,16,17,27
munom001,0.3196,6.8177,18,20,453,0,0,0,11,1093,408,210,34,174,240,22,18,4,0,1633,109,227,18,15,51
munoo001,0.276,5.6,2,1,10,3,0,0,0,106,40,22,6,17,25,0,0,1,0,164,4,28,0,1,2
munrp001,0.3104,5.074,13,19,120,40,0,0,0,946,380,171,31,114,189,7,9,23,0,1419,20,186,21,9,38
munts001,0.338,5.1733,3,2,84,0,0,0,0,216,84,38,2,34,22,3,1,3,0,315,23,42,11,4,18
muram101,0.18,2.775,5,1,54,1,0,0,9,268,65,34,10,23,100,5,3,3,1,357,21,34,0,0,0
muras001,0.279,5.0486,30,39,167,83,12,2,5,1898,627,281,46,289,360,16,23,4,3,2739,35,311,38,25,65
murat001,0.267,8.1,0,1,1,1,0,0,0,10,4,3,2,1,2,0,0,0,0,16,0,5,0,0,0
murct101,0.2,0,0,0,2,0,0,0,0,15,3,0,0,4,0,0,0,0,0,19,1,1,0,0,0
murfr101,0.285,4.645,2,2,26,2,0,0,3,151,56,26,6,18,31,1,0,0,0,218,12,28,0,0,0
murpb001,0.2285,4.43,0,0,18,0,0,0,0,53,13,8,1,15,8,2,2,1,0,79,4,8,0,1,2
murpd003,0.231,5.68,0,0,7,0,0,0,0,19,6,4,1,4,1,1,0,0,0,30,2,6,0,0,0
murpd005,0.375,0,0,0,2,0,0,0,0,4,3,0,1,1,1,0,0,1,0,10,2,5,0,0,0
murpd105,0.2615,3.85,4,4,68,0,0,0,9,336,110,58,13,59,58,8,7,6,1,493,39,63,10,4,0
murpj001,0.526,27,0,0,2,0,0,0,0,9,10,9,3,3,0,0,0,0,0,22,2,9,0,0,0
murpj103,0.2562,4.4138,93,53,415,40,17,0,107,3135,985,406,52,444,378,0,15,5,0,4471,293,464,0,0,0
murpr001,0.2625,5.8631,32,38,597,0,0,0,30,1870,598,252,54,247,520,41,37,5,1,2659,181,277,37,18,53
murpt002,0.125,6,0,0,3,0,0,0,0,9,1,2,0,1,2,0,0,0,0,11,3,2,0,2,1
murpt101,0.2799,4.242,68,101,439,147,22,3,59,4332,1425,606,123,493,621,73,67,63,2,6091,204,664,65,36,63
murpw102,0.44,9,0,0,2,0,0,0,0,6,4,2,0,1,0,0,0,0,0,10,2,2,0,0,0
murra001,0.2905,4.01,2,2,16,4,0,0,0,107,37,17,6,18,23,1,0,0,0,161,6,19,1,1,2
murra101,0.31,4.09,0,0,4,1,0,0,0,33,15,5,1,3,2,0,0,0,0,51,1,5,0,0,0
murrc002,0.295,6.06,1,2,32,0,0,0,0,118,45,27,8,15,40,1,6,2,0,179,10,27,2,1,3
murrd001,0.3165,5.3253,53,50,518,1,0,0,60,2707,976,386,40,329,400,80,32,14,6,3912,289,448,64,39,101
murrd002,0.329,8.2133,0,0,15,0,0,0,0,89,33,19,11,16,25,0,3,2,0,137,4,21,2,2,3
murrg101,0.2917,5.9917,20,26,110,42,10,0,0,1249,450,249,17,199,114,0,9,23,1,1884,36,282,0,0,0
murrh001,0.3155,6.6375,2,15,88,15,0,0,0,476,204,113,24,94,94,12,4,10,2,752,14,116,9,4,24
murrj102,0.28,5.7,0,3,8,2,0,0,0,90,34,19,1,21,8,0,1,0,0,143,3,20,0,0,0
murrj103,0.32,4.5,0,0,4,0,0,0,1,18,8,3,0,3,3,0,0,0,0,28,4,3,0,0,0
murrm001,0.39,12.825,0,3,6,2,0,0,0,42,21,15,4,8,4,0,0,1,0,70,1,18,1,0,4
murrp101,0.34,6.29,0,2,8,2,1,0,0,103,50,24,0,12,11,0,0,4,1,164,6,28,0,0,0
musgd101,0.2,0.56,0,0,5,1,0,0,0,48,11,1,0,7,11,0,2,2,0,65,0,2,0,0,0
musgh001,0.2275,4.115,2,3,45,0,0,0,0,164,45,27,7,29,44,3,3,1,1,232,12,27,0,2,5
musgj001,0.2585,4.3325,28,33,100,75,0,0,2,1371,457,222,60,106,410,5,11,24,0,1922,6,241,9,14,28
musis101,0,7.8612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mussb101,0.26,6.05,0,1,16,0,0,0,0,58,20,13,1,13,5,0,0,0,0,92,8,16,0,0,0
mussj001,0.3005,6.135,23,15,142,19,0,0,3,746,249,119,18,123,125,19,13,7,5,1085,25,132,14,6,36
mussm001,0.2556,3.7022,270,153,537,536,57,23,0,10688,3460,1458,376,785,2813,29,71,60,1,14593,0,1559,90,82,293
mussn001,0.157,2.19,0,1,18,0,0,0,0,77,32,12,5,15,19,3,2,0,0,119,4,13,0,0,4
mussp101,0.34,4.12,0,2,5,4,1,0,0,59,26,9,0,8,14,0,0,0,0,84,0,16,0,0,0
mussr001,0.2697,3.3433,4,2,48,4,0,0,1,268,95,37,6,40,47,5,3,1,1,398,21,42,1,8,7
musta101,0.25,9,0,1,6,1,0,0,0,45,15,15,1,15,6,0,1,0,0,76,3,18,0,0,0
mutij001,0.3615,8.0975,4,11,58,18,1,1,0,429,191,103,25,61,73,6,4,8,1,673,8,111,7,7,16
myerb001,0.2657,4.4469,97,96,381,252,12,3,40,5130,1725,807,247,556,1379,36,42,56,5,7307,82,864,64,34,140
myere101,0.298,6.596,27,25,84,53,28,2,2,1443,544,221,17,146,129,0,4,28,2,2094,15,268,0,0,0
myerj001,0.305,7.07,0,0,11,0,0,0,0,42,18,11,4,3,6,1,1,0,0,64,5,13,0,2,0
myerm001,0.2611,4.5975,25,24,883,0,0,0,14,1625,525,258,58,256,429,33,10,43,2,2385,195,278,26,15,61
myerr001,0.2225,3.2487,44,63,728,12,1,0,347,2654,758,314,69,396,884,43,32,12,2,3744,548,338,50,33,58
myerr002,0.2798,4.8656,7,5,167,1,0,0,1,719,265,135,28,110,161,6,12,13,1,1070,43,151,7,11,30
myeta001,0.2565,9.2433,6,12,47,30,0,0,0,463,185,140,26,106,134,1,9,22,0,761,7,144,4,8,15
myrib101,0.2593,3.38,3,6,82,5,0,0,2,419,138,54,10,59,73,8,2,1,0,595,34,62,7,5,15
nabhc001,0.2637,5.3371,37,35,141,100,4,2,0,1835,542,268,41,278,405,15,24,20,3,2588,7,289,18,18,54
nageb101,0.43,12,0,0,1,0,0,0,0,9,7,4,1,1,0,0,0,0,0,18,1,5,0,0,0
nagec001,0.359,13.7033,1,6,16,5,0,0,0,125,56,36,4,30,26,2,3,5,0,211,4,37,4,2,4
nagyc001,0.2971,5.2157,129,105,318,297,31,6,0,5864,2188,980,217,586,1242,37,45,51,4,8454,9,1061,49,55,201
nagym101,0.2993,5.9917,20,13,87,62,11,1,0,1256,431,193,37,210,170,8,14,16,1,1862,8,220,9,7,6
nagys101,0.305,6.185,3,8,15,10,2,0,0,202,87,48,6,38,21,0,2,0,0,326,1,60,0,0,0
nahes101,0.24,4.485,10,8,90,12,3,0,1,673,222,117,8,127,101,0,9,7,3,1016,42,138,0,0,0
nakam001,0.3005,7.59,0,3,31,0,0,0,1,115,47,32,11,9,38,0,3,3,0,176,9,34,1,1,0
naktp101,0.235,7.395,0,1,10,1,0,0,0,68,26,27,2,27,19,0,3,4,0,119,3,27,0,0,0
nancs001,0.2843,4.97,1,3,49,0,0,0,0,129,57,24,8,26,39,5,2,4,0,214,8,30,1,2,3
napib101,0.285,3.425,4,4,31,11,6,1,1,317,119,42,2,20,31,0,1,1,0,440,16,50,0,0,0
narag101,0.28,4.46,1,2,17,3,0,0,0,103,37,17,7,17,26,1,1,1,0,155,7,22,0,0,0
narlr101,0.2167,3.3983,43,33,266,52,17,1,58,2106,606,281,80,335,454,22,16,11,3,3022,132,318,0,0,0
narrs001,0.385,13.5,0,0,1,1,0,0,0,8,5,4,3,4,1,0,1,0,0,17,0,4,0,0,0
narub101,0.302,7.29,14,27,96,58,9,2,0,1190,398,196,50,177,220,17,11,12,1,1735,6,218,0,0,0
narvc001,0.2354,4.7725,30,19,118,65,0,0,0,1306,428,228,58,161,364,6,17,10,2,1876,14,236,17,14,25
nashj101,0.2599,4.0638,68,64,201,167,36,11,4,3322,1050,441,108,401,771,36,35,17,4,4697,15,490,32,19,0
nastp101,0.2957,5.3167,3,5,34,15,1,0,0,342,123,57,16,48,53,6,3,2,0,501,4,65,5,1,12
nathj001,0.1866,2.2,64,34,787,29,0,0,377,2770,690,294,84,344,976,31,47,23,2,3771,587,317,25,24,49
natij001,0.279,6.94,0,2,2,2,0,0,0,35,12,9,2,8,8,0,0,2,0,55,0,9,1,1,2
nauld001,0.2388,4.745,5,5,130,0,0,0,5,482,137,81,24,77,119,4,7,4,0,683,52,86,3,6,16
navaj001,0.2989,5.5954,116,126,361,309,32,8,2,6166,2313,1078,214,690,1113,44,92,67,6,9021,16,1206,55,88,188
navaj101,0.3433,3.6283,7,9,130,1,0,0,17,637,191,86,32,70,151,10,9,8,1,893,66,97,0,0,0
nayle101,0.28,6.12,0,5,20,4,1,0,0,181,68,41,5,29,19,0,2,0,1,272,12,43,0,0,0
naylr101,0.3,4.3633,40,81,176,131,64,2,0,2934,1144,436,33,335,271,0,22,16,2,4246,28,574,0,0,0
naymm101,0.254,4.704,5,7,52,9,1,0,2,337,89,49,5,80,64,0,2,6,0,504,26,57,0,0,0
neagd001,0.2672,4.646,124,92,392,286,20,7,3,5671,1887,891,250,594,1415,44,47,53,6,8031,23,948,79,55,120
nealb001,0.338,6.1383,5,4,113,0,0,0,0,372,161,70,13,51,93,8,7,3,0,574,27,74,6,10,11
nealz001,0.3223,7.0733,2,4,31,6,0,0,2,257,93,47,15,7,37,0,3,1,1,351,12,49,0,3,7
neccr101,0.29,7.08,1,6,12,9,0,0,0,164,63,43,5,32,31,0,3,1,0,248,2,45,0,0,0
negrr101,0.2725,4.58,6,6,66,15,2,0,3,488,170,73,23,57,81,11,5,1,2,698,19,81,0,0,0
nehfa101,0.2764,4.0114,140,88,347,243,125,16,13,5972,2074,774,100,484,572,0,20,24,1,8311,70,910,0,0,0
neibg101,0.2535,5.125,4,8,75,4,0,0,1,446,135,79,22,87,81,5,6,6,0,664,21,86,4,2,3
neidj001,0.241,3.28,5,3,12,12,0,0,0,222,67,27,4,15,46,1,0,1,1,301,0,30,4,3,7
neiga101,0.34,5.68,0,0,6,0,0,0,0,38,16,8,2,4,3,1,1,2,0,59,3,8,0,0,0
neite101,0.33,6.14,0,0,2,0,0,0,0,22,8,5,0,4,1,0,0,0,0,32,2,5,0,0,0
nekob101,0.395,15.67,0,0,11,1,0,0,0,60,25,13,1,16,2,0,0,0,0,97,8,14,0,0,0
nelse101,0.31,3.755,5,4,25,8,3,1,1,232,94,35,3,27,17,0,2,3,0,346,11,39,0,0,0
nelsg001,0.2644,4.3893,53,64,493,68,6,1,28,3240,1061,496,117,418,655,32,46,33,10,4652,153,537,43,40,91
nelsj001,0.2308,3.5994,48,45,798,0,0,0,33,2354,633,297,55,428,829,59,36,64,3,3402,237,329,49,29,64
nelsj002,0.3253,12.175,7,2,157,0,0,0,13,456,136,74,20,84,154,9,7,7,1,683,58,83,8,4,11
nelsj004,0.2365,4.1667,33,46,119,107,1,0,0,1900,629,297,69,240,578,8,31,49,2,2740,3,333,16,16,71
nelsj102,0.24,2.88,6,4,32,12,1,1,0,309,91,35,5,64,53,9,5,8,0,451,3,41,3,5,0
nelsl101,0.3457,10.2229,33,42,166,60,29,2,6,2030,777,395,86,262,255,0,12,16,0,3046,76,446,0,0,0
nelsl102,0.24,2.96,3,0,9,1,0,0,0,73,22,8,1,11,11,0,0,1,0,102,4,9,0,0,0
nelsm101,0.3767,13.5867,4,10,93,11,1,0,5,521,184,85,19,69,98,12,8,4,0,776,31,95,0,0,0
nelsr101,0.2323,3.7,29,32,135,77,20,7,4,1909,516,216,44,190,371,11,25,17,2,2556,22,234,13,11,14
nen-r001,0.234,3.4236,45,42,643,4,0,0,314,2145,607,237,51,260,793,41,36,7,3,2983,549,266,25,17,52
nerih001,0.187,2.9017,15,20,307,0,0,0,67,935,256,114,47,106,395,8,16,20,4,1299,155,122,6,6,16
nesba001,0.265,5.4,1,1,24,0,0,0,0,65,22,13,2,8,14,2,3,4,0,98,6,14,2,1,0
neshp001,0.2156,3.0929,36,25,544,0,0,0,16,1464,375,153,57,133,471,21,9,9,0,1959,119,167,17,20,24
neu-m001,0.287,4.07,0,0,33,0,0,0,1,138,48,19,3,28,22,2,4,2,0,212,26,20,1,0,4
neubh101,0.37,12.19,1,0,7,0,0,0,0,31,17,14,2,11,4,0,0,0,0,60,5,18,0,0,0
neugn001,0.257,6.11,2,8,14,14,0,0,0,184,62,34,11,50,58,3,5,0,2,290,0,38,3,1,5
neumd101,0.2,9,0,0,3,0,0,0,0,9,2,3,0,3,0,0,0,0,0,13,0,3,0,0,0
neved001,0.294,7.5067,1,1,59,0,0,0,0,185,69,46,15,25,54,1,5,4,0,277,22,47,1,2,6
nevee101,0.2933,4.1333,6,12,44,12,6,0,2,535,196,92,13,61,39,0,6,3,1,759,19,111,0,0,0
nevee102,0.27,5.35,0,1,14,1,0,0,1,62,27,14,0,8,9,0,0,0,0,92,6,14,0,0,0
newbj001,0.2515,4.25,3,0,41,0,0,0,0,133,42,20,10,25,40,2,1,1,0,197,9,21,0,3,2
newcd101,0.2633,4.0183,149,90,344,294,136,24,7,6464,2102,852,252,490,1129,21,22,30,3,8891,34,956,0,0,0
newcs001,0.2407,3.7933,22,21,105,53,0,0,1,997,298,143,36,167,333,8,11,10,0,1445,4,153,9,8,26
newet001,0.571,36,0,0,2,0,0,0,0,3,4,4,1,3,1,1,0,0,0,10,0,4,0,0,0
newhd101,0.2627,4.0833,4,3,42,0,0,0,5,158,44,14,2,42,37,8,3,3,0,243,26,17,4,3,2
newhh101,0.2312,3.3718,207,150,488,374,212,33,26,8979,2674,1016,137,1249,1796,1,65,19,7,12648,79,1197,0,0,0
newkf101,0.33,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0
newkj101,0.305,9.45,0,1,3,1,0,0,0,26,10,7,1,9,3,0,1,1,0,42,2,9,0,0,0
newlm101,0.275,6.255,1,2,15,1,0,0,1,101,47,24,5,14,13,0,2,0,0,158,9,28,0,0,0
newma002,0.5,13.57,2,2,19,0,0,0,0,51,28,15,3,10,20,0,2,1,1,86,6,15,0,0,2
newmf101,0.295,4.5167,33,39,108,93,18,4,0,1830,589,231,38,154,254,23,15,17,2,2512,8,255,0,0,0
