retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
atchj001,0.286,6.1,0,0,15,0,0,0,0,31,12,7,4,5,8,2,1,1,0,48,2,7,0,0,1
atchs001,0.2573,4.1889,17,11,298,1,0,0,3,1040,327,140,35,89,253,11,21,5,0,1427,61,155,9,15,36
athek001,0.2586,4.14,33,41,342,0,0,0,26,1699,546,251,75,215,349,36,10,10,1,2431,158,268,23,27,25
atill001,0.282,5.15,6,7,16,16,0,0,0,257,96,49,11,32,40,5,1,2,1,385,0,56,7,3,4
atkib101,0.2122,2.425,11,4,98,0,0,0,11,442,129,56,17,62,99,17,7,1,0,625,49,60,9,7,7
atkij101,0.25,3.67,0,1,4,1,0,0,0,45,15,6,1,11,2,0,1,1,0,70,2,8,0,0,0
atkim001,0.2803,4.9133,0,0,10,3,0,0,0,68,34,17,7,9,17,0,0,2,0,112,3,18,0,1,2
aucod001,0.3,3.38,0,1,2,0,0,0,0,8,3,1,0,1,1,0,0,0,0,12,0,1,1,0,0
augeb001,0.37,8.735,0,2,12,2,0,0,0,68,34,21,3,9,12,5,1,3,0,112,3,23,2,2,2
augud001,0.2857,5.105,34,30,88,70,9,3,0,1320,491,227,47,158,181,10,15,5,1,1926,6,245,17,13,48
auguj001,0.2783,3.843,55,59,279,104,27,6,11,2832,1028,444,87,340,348,28,21,20,4,4101,75,491,45,44,106
aukee101,0.281,4.543,130,101,333,261,126,14,2,5890,2230,964,129,706,594,0,10,38,3,8688,40,1106,0,0,0
aumop001,0.3232,10.1075,1,6,46,1,0,0,2,131,53,33,5,34,42,2,5,4,1,218,15,35,2,2,5
ausaj001,0.27,5.45,4,1,41,0,0,0,1,160,58,33,12,29,51,0,3,0,0,242,15,33,1,2,4
austd101,0.255,5.715,0,1,15,0,0,0,2,51,18,11,1,8,14,3,0,0,0,77,8,11,0,0,0
austj001,0.2323,4.66,6,4,83,0,0,0,0,300,74,34,6,56,48,8,6,6,0,418,21,36,4,2,11
austj002,0.282,6.3433,2,3,38,7,0,0,0,196,69,49,13,41,55,3,5,1,0,301,15,50,2,4,2
austr101,0.307,4.7475,4,8,89,8,1,1,6,408,141,70,17,78,106,15,5,8,0,618,36,73,10,6,3
autra101,0.222,5.4,1,0,1,1,0,0,0,15,4,3,2,3,3,0,0,0,0,21,0,3,0,0,0
avers001,0.266,4.5973,96,83,297,261,14,6,0,4664,1529,723,148,569,980,27,47,26,9,6609,11,800,71,47,129
avila001,0.2145,2.25,0,0,3,0,0,0,0,12,3,1,0,1,1,0,0,0,0,15,3,1,0,0,1
avill001,0.228,3.507,23,10,444,0,0,0,2,1022,293,124,20,132,306,22,19,17,3,1425,56,131,11,6,30
avilp001,0.2,1.69,0,0,1,1,0,0,0,16,4,1,0,2,5,0,0,1,0,23,0,1,0,0,0
avrej101,0.27,3.38,0,0,2,0,0,0,0,16,6,2,0,3,2,0,0,0,0,25,0,2,0,0,0
axeld001,0.2552,4.858,9,15,59,34,0,0,0,686,269,134,43,85,164,7,6,9,0,1030,17,146,3,7,16
axfoj001,0.2571,4.8469,38,34,543,1,0,0,144,1576,483,226,50,260,589,19,45,15,0,2300,286,247,14,18,38
ayalb002,0.2559,4.5244,37,44,406,14,0,0,59,1728,581,306,71,245,541,22,27,26,0,2537,214,353,32,24,44
ayall001,0.2947,4.6067,38,47,534,0,0,0,19,1663,581,206,54,139,367,24,11,35,2,2340,161,233,30,21,72
aybae001,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,2,0,0,0,1
aybam001,0.2971,6.025,17,18,208,28,0,0,3,1173,413,222,49,172,273,10,13,16,5,1749,53,244,22,16,25
ayerb101,0.32,8.15,0,3,13,4,0,0,1,106,46,32,7,14,22,0,3,1,1,161,2,35,0,0,0
ayerd101,0.3225,4.615,12,23,83,34,11,4,2,1050,366,136,8,112,147,0,2,15,3,1447,31,186,0,0,0
ayrab001,0.2793,5.3,5,3,54,0,0,0,0,220,68,33,2,33,42,3,1,2,0,317,16,35,5,5,4
babcb101,0.2583,5.6533,2,3,39,0,0,0,0,172,48,25,6,31,39,2,2,3,0,246,16,27,4,6,8
babij101,0.31,6.236,30,45,112,87,34,3,1,1776,657,324,38,220,231,0,12,9,0,2622,17,376,0,0,0
backb001,0.2826,5.6738,31,29,145,79,1,1,0,1576,574,305,87,238,360,9,15,18,2,2332,23,313,19,9,47
bacsm001,0.3088,6.654,10,13,51,35,1,0,0,648,261,131,41,60,97,7,4,13,0,960,2,141,8,7,25
bacsm101,0.3362,7.188,8,6,73,3,0,0,0,518,190,85,12,75,77,9,4,3,2,770,32,104,17,7,15
baczf101,0.3425,8.2525,17,10,63,40,14,2,1,838,306,138,38,111,104,0,2,3,0,1220,8,149,0,0,0
badeb001,0.2658,3.83,20,27,418,10,0,0,4,1537,519,213,35,153,350,32,13,13,0,2168,105,234,26,19,63
baece101,0.3517,6.7767,5,6,64,9,3,0,0,481,200,99,9,78,61,0,5,11,0,755,27,116,0,0,0
baekc001,0.2594,4.872,16,18,59,44,1,0,0,839,294,150,35,81,184,5,8,10,0,1202,5,161,4,9,16
baezb001,0.449,13.5,0,0,8,0,0,0,0,28,22,14,3,6,14,0,0,0,0,55,3,14,0,0,1
baezd001,0.2458,4.4627,40,57,533,26,1,0,114,2091,652,329,71,288,505,28,24,50,3,3013,279,366,28,24,65
baezm001,0.223,3.03,1,1,24,1,0,0,0,89,25,10,3,14,28,2,1,3,1,131,8,10,1,1,0
baezp001,0.2082,2.9917,21,15,337,0,0,0,1,1017,260,114,37,113,356,7,5,10,5,1388,49,129,9,8,17
baezs001,0.311,7.01,0,0,10,0,0,0,0,46,14,9,2,9,10,1,1,2,0,71,0,13,0,1,1
bagbj101,0.3,4.39,69,42,169,112,70,3,11,2819,1063,393,37,231,212,0,8,17,0,3964,46,456,0,0,0
bagbj102,0.282,4.257,97,96,303,198,84,13,9,4999,1815,733,98,608,431,0,26,28,1,7266,65,849,0,0,0
bahns101,0.2515,3.8158,146,149,574,327,73,16,20,7587,2440,1013,223,924,1359,59,89,34,3,10701,90,1127,79,61,111
bahre101,0.255,3.61,11,11,46,25,8,0,0,657,210,82,13,95,69,0,2,8,0,937,11,102,0,0,0
baila001,0.2157,3.4811,16,14,265,0,0,0,95,823,212,95,29,91,276,9,9,2,2,1116,182,101,10,11,15
bailb001,0.364,7.71,0,0,3,0,0,0,0,7,4,2,0,1,0,0,0,0,0,12,2,2,0,0,0
bailb101,0.325,4.83,2,7,31,6,3,1,0,317,133,54,2,45,31,0,6,2,1,479,8,63,0,0,0
bailc001,0.2758,5.6175,9,10,172,0,0,0,1,621,208,91,13,116,150,17,11,3,2,908,51,99,9,8,34
bailh001,0.2847,5.13,80,86,243,243,7,4,0,4181,1449,707,174,460,1150,31,42,55,8,6006,0,753,46,42,99
bailh101,0.2483,4.08,6,9,50,8,0,0,1,356,120,69,15,40,41,6,4,5,0,504,22,76,5,4,12
bailj101,0.33,6.17,0,1,3,1,0,0,0,35,17,8,1,6,7,1,0,1,0,58,0,8,0,0,0
bailr001,0.2847,5.17,18,19,92,46,5,2,1,1068,392,194,43,161,162,5,14,15,1,1580,13,216,16,10,48
bails001,0.2859,5.1222,39,44,343,59,5,2,13,2039,758,374,89,256,351,21,19,16,6,3011,103,423,28,31,70
bails101,0.3225,4.7625,4,7,52,6,0,0,0,412,171,70,4,40,35,0,3,7,0,598,28,85,0,0,0
bails102,0.24,3.75,2,6,34,2,0,0,2,209,66,30,6,44,47,4,8,3,2,312,17,34,0,0,0
bainl101,0.32,7.88,0,0,3,0,0,0,0,24,10,7,1,4,1,0,0,1,0,38,1,7,0,0,0
bairb101,0.285,7.23,0,4,8,6,0,0,0,67,25,18,1,15,10,0,1,1,1,109,1,23,0,0,0
baird001,0.2438,3.7983,55,43,584,5,0,0,81,2728,839,367,86,405,689,77,43,7,2,3902,299,398,49,34,64
bajej001,0.3993,17.6767,0,2,14,0,0,0,0,41,23,17,5,6,11,1,1,0,0,69,7,17,1,0,1
bakea101,0.37,9.39,0,0,3,0,0,0,0,23,13,8,2,2,2,0,0,1,0,38,1,8,0,0,0
baked103,0.47,6,0,0,2,0,0,0,0,9,9,2,1,1,0,0,0,0,0,20,2,6,0,0,0
bakej002,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1
baken102,0.36,5.71,0,0,5,2,0,0,0,52,27,11,2,7,3,0,0,0,0,84,0,17,0,0,0
bakes001,0.333,9.82,0,0,1,0,0,0,0,11,5,4,0,5,3,0,0,1,0,22,0,4,0,1,0
bakes002,0.2568,4.423,66,53,193,172,4,2,0,3194,1089,504,145,245,839,13,22,27,0,4438,15,518,16,26,72
bakes101,0.2856,4.376,7,16,84,26,0,0,6,711,262,135,26,127,131,7,19,9,2,1078,26,150,14,13,31
baket102,0.28,3,0,1,10,1,0,0,0,54,20,6,2,7,14,0,4,1,0,81,1,12,0,0,0
baket103,0.298,5.692,3,9,68,9,3,0,2,519,195,91,6,92,58,0,10,3,1,791,36,109,0,0,0
balam101,0.37,6.75,0,0,1,0,0,0,0,4,3,1,0,0,0,0,1,0,0,8,1,3,0,0,0
baldd101,0.2555,3.305,6,11,176,0,0,0,22,674,190,77,17,89,164,13,6,9,1,937,80,85,4,0,1
baldh101,0.4,6.64,3,1,11,2,1,0,0,104,45,17,5,12,5,0,2,0,0,157,5,20,0,0,0
baldj002,0.2997,6.0164,79,74,266,202,7,2,2,3968,1443,737,203,486,844,19,57,52,8,5804,24,794,31,41,111
baldj101,0.2706,4.5156,48,41,457,0,0,0,60,2112,687,289,45,298,555,67,49,23,0,3066,267,335,1,1,0
baldr101,0.239,3.3867,4,7,105,0,0,0,7,548,173,73,10,75,86,14,7,11,3,781,46,77,10,8,24
balec001,0.2538,5.5683,8,17,88,22,0,0,0,602,210,122,39,91,157,3,15,13,1,901,24,131,5,7,15
balej001,0.2739,7.1286,3,7,109,12,0,0,1,521,183,90,16,75,148,6,7,7,0,765,21,98,7,12,19
balfg001,0.2329,5.8269,30,23,534,1,0,0,84,1619,406,209,47,252,571,14,26,8,1,2241,203,215,15,19,31
ballj001,0.2833,7.095,4,9,94,5,0,0,6,469,169,91,26,79,117,14,11,5,7,710,36,98,11,5,8
ballj002,0.308,5.21,41,53,197,118,10,2,2,2320,914,405,92,229,244,22,13,18,5,3357,22,458,25,16,97
ballm101,0.233,4.67,1,2,18,0,0,0,0,104,30,18,3,13,25,1,7,1,0,149,8,21,4,2,0
ballw101,0.3125,5.2075,19,20,99,27,10,0,2,989,398,187,22,168,109,0,12,5,0,1500,44,224,0,0,0
balst101,0.29,6.44,0,1,18,0,0,0,0,88,34,21,1,20,27,2,8,1,1,140,5,22,0,0,0
bambg101,0.3967,11.52,0,0,10,1,0,0,1,43,25,15,4,10,3,0,1,0,0,73,2,15,0,0,0
banda001,0.2743,5.4633,3,3,14,5,0,0,0,133,44,26,2,13,37,1,2,3,0,189,3,26,1,1,4
bands101,0.231,6,0,0,1,0,0,0,0,9,3,2,0,0,0,0,0,0,0,13,0,2,0,0,0
baned101,0.2763,4.0933,4,1,42,3,0,0,3,271,98,43,7,30,38,4,1,4,0,391,15,45,3,2,8
banee101,0.274,4.2967,7,13,44,25,1,0,2,504,182,87,13,84,80,2,10,3,2,753,7,103,6,6,17
bankd101,0.3367,9.3767,9,5,52,13,2,1,4,460,161,111,22,110,111,0,3,3,2,706,21,116,0,0,0
bankj001,0.3408,8.19,4,8,27,19,1,0,0,358,143,75,20,42,55,6,1,4,0,531,2,77,10,7,8
banks001,0.262,4.939,57,48,267,110,7,3,1,2703,876,418,111,289,614,26,24,15,3,3814,30,451,21,34,54
bankw001,0.2663,5.3142,33,39,181,84,1,1,2,1831,632,322,65,302,428,16,41,15,10,2717,40,370,25,16,57
bannb001,0.2704,4.992,37,50,117,114,2,0,0,2002,724,377,86,224,384,8,35,22,3,2914,2,407,11,30,47
bannf001,0.2588,4.246,134,143,431,363,62,16,0,7164,2320,1078,291,846,1723,39,84,40,9,10187,13,1189,79,61,171
bantj101,0.2675,5.715,14,12,69,19,3,1,5,614,176,86,15,113,116,0,9,10,0,895,24,97,0,0,0
banum001,0.293,6.03,4,8,23,14,0,0,0,231,90,54,16,45,63,3,3,4,1,356,4,56,1,2,7
baptt001,0.321,5.67,0,1,13,0,0,0,0,81,34,17,5,11,11,1,0,0,0,123,4,18,0,6,2
barbb002,0.3255,8.965,5,8,26,16,0,0,1,279,111,70,15,45,59,3,7,4,0,425,3,70,1,9,6
barbj001,0.2887,7.95,1,3,44,0,0,0,0,145,49,33,9,28,40,1,3,5,0,223,16,33,1,0,1
barbs101,0.2265,5.39,1,0,22,2,0,0,2,117,34,22,3,31,18,3,5,2,0,181,10,23,4,3,0
barbs102,0.2555,4.0872,121,106,466,272,59,21,13,5997,1818,747,125,950,1309,59,91,42,6,8591,90,870,24,6,10
barcc101,0.34,20.0833,10,9,44,29,5,2,0,598,214,77,24,55,73,7,1,5,0,855,4,95,0,0,0
barcl001,0.282,5.8,5,3,43,1,0,0,0,198,67,33,7,18,42,3,2,1,0,281,8,36,1,2,2
bardd001,0.2208,4.826,10,19,211,10,0,0,5,772,193,105,25,121,252,10,6,15,4,1078,37,114,13,11,17
bardl001,0.225,5.09,3,3,40,3,0,0,0,182,51,33,12,18,53,2,6,8,1,252,8,34,0,1,6
barer101,0.3058,5.626,16,26,88,49,9,3,1,1020,398,181,28,120,145,14,8,1,0,1492,18,206,15,11,41
barfc101,0.2967,4.2733,8,10,86,5,2,1,5,751,293,114,13,66,49,0,2,11,0,1092,55,151,0,0,0
barfj002,0.292,5.1267,8,8,65,11,0,0,2,418,153,73,13,39,53,6,2,1,3,591,15,86,7,8,13
bargg001,0.2957,6.7433,2,3,33,4,0,0,0,166,67,39,10,25,23,2,2,4,0,256,11,41,2,3,6
barkb001,0.286,0,0,0,3,0,0,0,0,7,2,0,0,1,0,0,0,0,0,8,2,0,0,0,2
barkb002,0.34,9.82,0,0,6,0,0,0,0,33,16,12,2,9,2,1,1,1,0,59,1,13,0,2,1
barkj001,0.298,6.01,0,3,24,0,0,0,1,135,43,27,5,16,34,3,2,0,1,193,6,29,5,3,3
barkl001,0.2532,4.2725,74,76,248,194,35,7,5,3971,1289,639,96,513,975,20,65,21,2,5674,26,695,65,41,109
barkr001,0.3,7.2,0,0,5,0,0,0,0,15,6,4,0,4,3,1,1,0,0,25,1,4,0,1,0
barlm101,0.3176,4.5286,10,6,133,2,0,0,6,740,279,127,16,104,96,15,13,15,1,1095,60,147,18,9,36
barls001,0.249,3.91,4,4,67,0,0,0,1,256,80,39,8,40,107,3,5,3,1,375,10,40,2,1,2
barnb001,0.2652,4.515,14,22,116,56,2,0,3,1219,364,178,39,204,275,8,15,9,4,1754,13,193,24,10,26
barnb104,0.51,19.29,0,0,2,0,0,0,0,14,14,10,1,0,1,0,0,0,0,29,2,11,0,0,0
barnc101,0.37,5.915,0,7,24,6,1,0,0,212,103,43,2,20,8,0,2,6,0,329,16,55,0,0,0
barnd001,0.25,9,0,1,1,0,0,0,0,3,1,1,1,0,1,0,0,0,0,4,1,1,0,0,0
barnd002,0.2533,4.4033,6,9,119,0,0,0,0,362,109,58,17,51,114,2,2,2,0,514,23,60,0,4,10
barne102,0.28,2.54,0,0,6,0,0,0,0,22,7,2,0,8,8,0,0,0,0,35,2,2,0,0,0
barne103,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
barnf101,0.34,7.615,0,2,6,3,0,0,0,52,23,15,0,16,2,0,0,2,1,91,1,19,0,0,0
barnf102,0.2767,5.2,1,3,15,3,0,0,1,110,40,24,4,34,30,1,3,3,0,184,1,26,0,0,0
barng101,0.23,6.3667,3,3,20,4,1,0,0,173,49,42,2,43,28,0,2,7,1,266,5,44,0,0,0
barnj002,0.251,5.04,4,11,182,1,0,0,5,540,168,85,20,84,185,8,15,3,0,787,40,98,2,7,20
barnj101,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
barnj102,0.285,3.938,124,113,321,251,138,19,11,6035,2177,769,81,405,463,0,16,13,0,8436,45,943,0,0,0
barnl101,0.34,6.74,1,1,3,2,0,0,0,52,25,13,1,8,2,0,0,0,0,84,1,14,0,0,0
barnm001,0.2505,4.1333,25,18,301,2,0,0,6,943,284,142,36,145,407,4,32,10,1,1362,60,149,5,8,20
barnr101,0.3335,5.85,1,3,10,4,0,0,1,86,39,18,1,14,8,2,1,2,0,138,5,25,0,2,2
barnr103,0.22,5.15,35,31,155,81,20,6,1,1793,474,286,48,410,336,0,21,15,4,2593,30,328,0,0,0
barns002,0.239,5.765,0,1,22,0,0,0,1,83,25,16,4,10,26,0,3,5,0,120,7,16,0,0,3
barnt002,0.2815,4.18,11,4,127,0,0,0,2,436,139,57,14,43,132,5,10,8,0,607,21,64,1,8,20
barnv101,0.313,5.355,61,59,205,135,58,7,11,3282,1192,445,46,293,275,0,9,8,1,4643,31,525,0,0,0
barod001,0.311,5.71,1,3,16,6,0,0,0,123,50,26,11,19,18,2,1,1,0,183,4,29,0,2,7
baros001,0.2637,4.8083,18,21,179,18,0,0,35,1170,374,171,33,179,177,15,14,9,7,1667,87,186,12,11,44
barra001,0.295,7.5633,6,3,93,0,0,0,0,217,66,31,3,31,85,2,8,4,1,313,20,36,1,2,8
barrb103,0.38,3.86,0,0,2,0,0,0,0,7,5,1,0,2,0,0,0,0,0,15,1,3,0,0,0
barrb105,0.13,7.2,1,0,4,0,0,0,0,15,2,4,0,9,2,0,1,0,0,25,2,4,0,0,0
barrd101,0.28,4.8117,35,58,141,91,32,3,2,2187,753,347,29,320,271,0,26,14,3,3218,28,398,0,0,0
barrf101,0.3091,7.4314,38,38,129,102,27,2,3,2154,718,331,64,246,323,8,10,23,3,3087,16,369,27,30,37
barrf104,0.254,4.19,15,17,104,2,0,0,12,653,211,85,8,90,90,0,8,2,0,924,67,100,0,0,0
barrj002,0.2792,7.09,2,4,105,0,0,0,4,291,88,48,16,47,92,6,6,3,0,420,24,53,0,5,7
barrj003,0.2585,4.915,14,19,45,39,0,0,0,636,209,108,41,74,173,0,4,8,1,902,1,111,0,2,15
barrj101,0.2752,3.6883,101,112,454,252,64,20,12,6196,2170,816,161,469,741,74,22,30,14,8612,75,908,97,78,164
barrk001,0.3765,14.055,1,1,20,1,0,0,0,83,30,21,2,16,23,0,1,1,0,129,8,21,3,2,0
barrk002,0.2032,3.5917,16,14,270,0,0,0,11,757,188,99,24,155,319,11,22,11,2,1099,57,108,8,10,11
barrm002,0.2547,5.1267,0,0,5,0,0,0,0,20,10,5,1,7,4,0,0,0,0,35,1,5,0,0,2
barrr101,0.2775,3.7192,69,69,253,149,67,11,7,3790,1292,496,78,312,333,0,12,12,1,5317,62,579,0,0,0
barrs103,0.2827,4.0533,3,7,24,13,4,0,0,251,88,48,11,57,32,1,7,0,1,386,5,64,3,3,9
barrt001,0.27,5.79,0,0,4,0,0,0,1,28,10,6,2,2,5,0,0,0,0,39,2,6,0,0,0
barry001,0.136,0,0,0,5,0,0,0,0,20,3,0,0,0,7,0,0,0,0,22,2,0,0,0,0
bartb103,0.31,4.66,1,1,7,1,0,0,0,29,13,5,2,5,4,0,0,0,0,47,5,9,0,0,0
bartc001,0.291,5.075,1,2,53,0,0,0,0,117,45,22,11,22,40,0,0,2,1,182,9,23,2,1,6
bartj002,0.364,10.45,0,2,3,3,0,0,0,31,16,12,3,8,6,0,0,0,0,53,0,12,1,0,1
bartl101,0.3,6.105,0,0,9,0,0,0,0,84,36,21,2,15,7,0,1,0,0,130,6,21,0,0,0
barts001,0.3057,5.6333,4,2,73,0,0,0,1,195,66,34,6,27,29,3,3,2,2,276,15,39,3,3,12
barzp001,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
basht001,0.234,5.585,0,6,48,0,0,0,0,162,47,32,12,29,45,2,1,3,0,238,13,33,2,1,2
bassa001,0.2862,5.4225,7,13,191,18,1,0,8,1042,341,169,35,127,245,12,23,6,1,1475,53,182,10,8,31
bassb001,0.2778,6.6875,9,7,101,4,0,0,1,549,213,105,23,85,104,11,13,11,0,830,27,118,5,4,25
bassc001,0.2548,4.088,14,19,68,55,0,0,0,1006,312,143,35,123,290,1,12,29,0,1447,6,156,4,7,27
bassd102,0.24,6.75,0,1,1,1,0,0,0,24,7,6,0,6,1,0,1,1,0,37,0,6,0,0,0
bassn101,0.2967,7.5067,13,17,65,34,6,2,0,761,271,150,26,137,111,2,10,4,0,1146,13,164,0,0,0
basta001,0.2303,5.088,27,20,419,5,0,0,12,1179,304,175,44,192,470,13,34,16,4,1679,93,184,14,11,17
batcj101,0.31,5.3333,1,0,11,1,1,0,0,62,26,13,2,4,6,0,0,1,0,91,5,14,0,0,0
batcr001,0.3032,5.405,5,1,43,0,0,0,0,161,63,30,3,18,33,3,1,3,1,237,17,37,5,2,7
bated102,0.37,27,0,0,1,0,0,0,0,5,3,5,1,3,3,0,0,0,0,11,0,5,0,0,0
batim001,0.277,5.1781,102,115,658,248,11,5,41,5869,2021,974,194,899,1250,58,102,79,6,8643,164,1089,88,74,205
battc101,0.313,9,0,0,2,1,0,0,0,12,5,4,1,3,4,0,0,0,0,19,1,4,0,0,1
bauer001,0.29,6.3771,11,14,187,10,0,0,3,951,322,159,35,121,185,7,14,17,0,1362,55,179,3,11,47
bauer101,0.3325,8.0312,31,30,129,71,27,4,6,1797,562,235,17,271,300,0,17,14,0,2581,30,282,0,0,0
bauet001,0.24,4.5467,70,60,194,184,3,1,1,3351,1010,502,132,437,1179,8,44,60,2,4753,6,539,19,29,66
baumb001,0.3705,21.0675,3,3,38,0,0,0,0,92,27,19,5,18,35,4,0,4,0,139,5,22,1,0,2
baumf102,0.2691,4.5109,45,38,244,78,19,4,13,2392,856,364,70,300,384,32,14,12,0,3470,59,406,0,0,0
baumh101,0.27,4,0,1,9,0,0,0,0,54,18,8,1,6,7,0,0,0,0,72,6,10,0,0,0
baumr101,0.2842,4.694,22,36,90,84,10,6,0,1486,492,220,43,211,222,5,21,4,6,2133,3,246,28,20,37
baums101,0.322,4.804,24,17,111,36,16,2,7,1179,450,172,17,145,78,0,3,15,1,1754,39,218,0,0,0
bautd002,0.319,9.026,11,15,131,21,0,0,0,670,246,146,21,131,180,7,25,16,2,1033,25,154,9,13,22
baute101,0.2617,4.545,6,6,97,0,0,0,11,447,148,72,14,70,89,8,6,4,3,649,45,77,0,0,0
bautg001,0.3885,11.73,0,2,13,2,0,0,0,40,21,17,4,14,10,0,3,0,1,74,8,17,0,3,0
bautj001,0.297,6.031,32,42,312,49,4,0,3,2057,732,352,106,171,328,28,16,27,10,2925,97,376,29,20,44
baylj001,0.2437,5.7633,5,4,61,0,0,0,0,192,71,48,11,33,54,4,3,5,0,296,23,49,2,2,4
baynb101,0.2822,4.8356,31,32,199,55,21,2,8,1986,711,356,37,297,259,0,6,49,3,2959,76,407,0,0,0
bazay001,0.3785,13.94,3,4,25,8,0,0,0,181,68,46,4,34,37,1,2,4,1,282,12,51,4,4,9
beacb001,0.2452,4.212,14,12,48,48,1,1,0,827,227,103,28,92,280,15,18,6,1,1136,0,119,10,8,11
bealw101,0.284,6.524,5,5,36,12,1,0,1,372,110,61,4,111,85,0,11,9,4,583,12,79,0,0,0
beamc102,0.2233,3.64,3,3,27,5,1,1,0,214,64,31,4,36,45,1,5,7,1,307,11,35,0,0,0
beamt002,0.2945,6.32,4,2,52,0,0,0,1,191,69,38,11,26,36,6,1,4,1,284,13,38,4,2,4
beanb101,0.3317,6.2083,11,7,86,8,1,0,2,705,288,139,21,96,89,0,7,5,2,1050,46,160,0,0,0
beanc001,0.2777,8.5,0,1,6,0,0,0,0,21,8,7,0,9,5,0,0,1,0,38,2,7,0,1,1
beard001,0.2684,4.6357,19,20,172,3,0,0,30,827,274,144,37,124,185,19,11,10,2,1218,114,163,13,20,12
bearg101,0.275,4.865,5,6,23,11,2,0,0,299,106,57,10,53,64,3,5,1,0,446,7,62,3,4,11
bearg102,0.3278,14.1478,45,38,193,84,29,7,1,2365,791,347,48,435,259,0,40,9,2,3471,43,398,0,0,0
beark001,0.421,12.91,0,2,3,3,0,0,0,23,16,11,2,5,2,0,0,2,0,45,0,11,0,0,0
bearl101,0.3332,6.924,13,21,173,7,0,0,8,968,350,148,31,135,124,18,13,12,0,1431,84,179,0,0,0
bearm101,0.2932,5.0025,4,2,74,2,0,0,1,354,128,49,9,45,43,8,4,3,5,526,24,63,13,7,9
bearr101,0.27,3.72,0,4,13,10,0,0,0,174,62,24,2,28,17,0,2,2,0,260,0,32,0,0,0
beasc001,0.257,3.38,0,1,22,0,0,0,0,80,26,10,2,10,14,1,2,1,0,113,8,14,0,1,3
beatb001,0.2335,2.145,0,0,7,1,0,0,0,47,14,4,1,6,10,1,1,0,0,67,1,4,1,1,0
beatj001,0.2751,4.5178,52,87,203,182,31,7,1,3446,1174,532,88,461,660,25,35,29,7,4956,10,581,39,31,106
beatp001,0.2012,3.83,4,2,85,0,0,0,0,282,85,45,7,37,60,3,2,6,0,401,15,55,2,4,7
beavb001,0.3045,4.8325,16,20,54,44,0,0,0,879,326,150,46,47,137,0,7,14,0,1233,4,151,3,12,23
beazj101,0.2217,2.7483,31,12,76,46,21,3,3,1122,349,125,13,157,147,0,15,7,1,1601,21,151,0,0,0
bechs001,0.3,13.5,0,0,3,0,0,0,0,14,6,7,3,4,3,0,0,1,0,25,0,7,0,0,0
beckb103,0.264,4.242,21,25,90,44,17,4,2,1320,499,234,38,119,108,0,5,4,0,1910,32,265,0,0,0
beckb104,0.3131,4.5123,38,69,265,100,44,3,6,3102,1121,494,63,342,352,0,10,42,1,4545,94,561,0,0,0
beckc001,0.2215,3.16,0,0,17,0,0,0,0,54,22,11,2,5,12,0,1,0,1,80,5,12,0,1,3
beckc002,0.3032,5.64,4,4,103,1,0,0,1,390,148,85,27,75,86,4,2,7,0,596,25,88,2,5,16
beckj001,0.2756,3.8414,18,19,229,5,0,0,7,1266,432,166,39,150,319,30,15,7,2,1823,93,189,27,14,37
beckj002,0.2426,3.792,138,106,335,332,12,6,0,6153,1897,884,238,629,1901,28,59,76,3,8579,1,957,66,41,139
beckj101,0.32,5.855,0,2,10,1,0,0,0,83,37,18,3,15,4,0,0,1,0,139,8,22,0,0,0
beckr001,0.2437,3.5457,38,45,704,0,0,0,286,2304,703,282,97,191,644,33,23,20,3,3170,519,308,34,26,40
beckr003,0.2265,9.45,0,0,7,0,0,0,0,21,7,9,3,10,8,1,1,0,0,38,4,9,0,1,0
beckr101,0.27,2.14,2,1,3,3,1,1,0,63,22,5,1,7,10,1,2,0,0,88,0,6,0,0,0
becqj101,0.375,14.625,0,0,2,0,0,0,0,7,5,4,1,1,0,0,0,0,0,13,2,4,0,0,0
bedae001,0.2702,4.7783,71,82,241,230,1,1,1,3911,1242,578,131,533,1246,4,35,42,4,5618,4,643,23,34,102
bedgp101,0.235,4.65,1,2,10,3,1,0,0,83,23,15,0,18,12,0,1,5,0,132,4,17,0,0,0
bedna101,0.485,19.125,0,0,5,0,0,0,0,16,14,9,1,1,3,0,1,0,0,32,4,9,0,0,0
bednd001,0.25,6.55,0,2,13,0,0,0,0,33,10,8,3,5,14,0,0,0,0,48,4,8,2,1,1
bedrc001,0.2513,4.0833,17,13,274,7,0,0,9,789,245,110,25,110,279,5,23,9,1,1130,48,131,3,7,25
bedrs001,0.2296,3.4787,76,79,732,46,0,0,184,3573,1026,447,114,518,921,75,33,27,4,5044,439,496,44,39,86
