retroID,GS,InnOuts,PO,A,E,DP,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
figul001,2,108,8,14,1,3,0.364754,0.3,2001,2007,0,1,0,0,0,0,0,0,0,0,1,18,16,16,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1
files101,0,0,5,14,3,2,0.344262,0.4,1940,1940,0,0,1,0,0,0,0,0,1,0,1,7,13,13,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
filis101,0,0,72,2,3,0,0.487705,0.25,1944,1948,0,0,0,0,1,0,0,0,1,0,1,57,179,192,24,40,29,7,2,2,26,0,0,9,21,0,1,3,0,3,1
finij101,427,11511,691,1040,76,180,0.405738,0.4,1954,1959,0,0,1,0,0,0,0,0,1,0,1,512,1600,1828,195,422,312,74,17,19,168,8,13,190,176,10,6,21,11,51,1
finnl101,0,0,5265,248,103,331,0.42623,0.45,1931,1947,0,0,0,0,1,0,0,1,0,0,1,1270,4631,5033,643,1329,1010,203,85,31,494,39,45,329,186,0,10,63,0,59,1
finnn101,0,0,585,826,57,170,0.377049,0.4,1930,1933,0,1,0,0,0,0,0,0,1,0,1,321,1044,1152,125,274,222,44,5,3,102,9,4.5,68,89,0,10,30,0,4,1
fiorj001,37,1087,93,5,0,1,0.446721,0.5,2005,2009,0,0,0,0,1,0,0,1,0,0,1,58,148,173,23,40,34,5,0,1,21,4,0,17,29,0,1,3,4,2,0
fiorm101,130,3688,1012,124,16,85,0.405738,0.45,1968,1972,1,0,0,0,0,0,0,1,0,1,0,254,556,688,75,126,94,18,1,13,50,5,8,124,115,7,3,3,2,13,1
fiscm001,302,8560,636,948,59,190,0.364754,0.5,1977,1987,0,0,0,0,0,0,1,0,1,0,1,517,941,1082,109,207,169,29,6,3,68,24,13,92,142,1,5,39,5,11,1
fishd001,104,2801,188,3,4,1,0.528689,0.6,2017,2019,0,0,0,0,1,0,0,1,0,0,1,152,371,419,57,71,41,10,4,16,45,10,4,43,153,1,3,0,2,4,0
fishj001,2,92,2,0,0,0,0.446721,0.4,1988,1988,0,0,0,0,1,0,0,0,1,0,1,19,26,30,1,6,5,0,0,1,2,0,0,3,6,0,0,1,0,0,1
fishs101,0,0,149,8,9,2,0.385246,0.35,1923,1932,0,0,0,0,1,0,0,1,0,0,1,138,340,384,62,114,79,21,6,8,71,6,2,37,35,0,1,6,0,0,1
fishs102,0,0,11,0,0,1,0.331967,0.3,1919,1919,1,0,0,0,0,0,0,0,1,0,1,9,6,6,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1
fisht103,0,0,9,9,2,2,0.385246,0.3,1912,1919,0,1,0,0,0,0,0,0,1,0,1,3,11,12,0,3,2,1,0,0,1,0,0,0,2,0,0,1,0,0,1
fitzh101,0,0,41,2,6,0,0.356557,0.4,1922,1926,0,0,0,0,1,0,0,1,0,1,0,48,140,150,15,36,33,3,0,0,14,2,4,8,11,0,0,2,0,0,1
fitzm002,12,287,96,4,1,10,0.491803,0.5,1988,1988,1,0,0,0,0,0,0,0,1,0,1,13,46,47,4,9,8,1,0,0,1,0,0,0,9,0,1,0,0,0,1
fitzs101,3,90,9,1,0,0,0.42623,0.45,1966,1966,0,0,0,0,1,0,0,0,1,0,1,9,13,15,2,2,2,0,0,0,0,1,0,2,6,0,0,0,0,0,1
fitzt101,0,0,1,1,2,0,0.467213,0.5,1919,1919,0,0,1,0,0,0,0,0,1,0,1,4,4,5,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
flacm101,0,0,1233,83,37,13,0.295082,0.2,1914,1925,0,0,0,0,1,0,0,1,0,1,0,741,2837,3145,425,819,633,128,35,23,225,68,61,234,88,0,18,56,0,0,1
flagi101,0,0,2610,322,100,61,0.364754,0.3,1917,1930,0,0,0,0,1,0,0,0,1,0,1,1214,4135,4787,644,1202,850,262,50,40,450,71,62,467,287,0,53,132,0,0,1
flagw101,0,0,121,179,18,29,0.344262,0.4,1945,1945,0,0,0,0,0,0,1,1,0,0,1,70,220,247,26,53,45,5,1,2,21,1,0.5,25,20,0,1,1,0,3,1
flaia101,0,0,63,4,0,5,0.487705,0.65,1941,1941,1,0,0,0,0,0,0,1,0,1,0,10,30,31,3,6,3,2,1,0,2,1,1,1,1,0,0,0,0,1,0
flanj101,1,33,1,4,0,1,0.397541,0.6,1977,1977,0,0,1,0,0,0,0,0,1,0,1,7,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
flant001,623,17246,1197,1719,68,314,0.405738,0.4,1979,1989,0,1,0,0,0,0,0,1,0,0,1,972,2473,2838,255,631,520,77,25,9,209,22,22,277,293,35,32,32,24,43,1
flasr101,0,0,55,70,5,10,0.262295,0.2,1927,1927,0,0,0,0,0,0,1,0,0,0,1,26,95,103,12,21,16,5,0,0,6,0,0,3,8,0,2,3,0,0,0
fleia101,0,0,7,13,1,0,0.344262,0.3,1948,1948,0,0,0,0,0,0,1,0,1,0,1,15,13,16,1,1,1,0,0,0,1,0,2,3,5,0,0,0,0,0,0
fleml101,0,0,2933,222,37,301,0.446721,0.35,1939,1949,1,0,0,0,0,0,0,1,0,1,0,434,1330,1572,168,369,256,69,15,29,199,7,8,226,152,0,10,6,0,31,1
fleta101,0,0,769,1422,133,175,0.385246,0.35,1909,1922,0,0,0,0,0,0,1,0,1,0,1,380,1434,1541,157,402,297,72,19,14,169,16,13,46,85,0,21,40,0,0,1
fletd002,215,5770,235,460,10,75,0.446721,0.3,2018,2019,0,1,0,0,0,0,0,0,1,0,1,234,880,960,118,251,190,48,6,7,74,11,3,70,98,2,3,4,3,15,0
flete101,0,0,13237,975,107,1086,0.42623,0.45,1934,1949,1,0,0,0,0,0,0,1,0,1,0,1415,4879,5826,723,1323,958,228,58,79,616,32,16,851,495,0,42,54,0,97,1
flets001,1432,37962,2614,4305,144,977,0.377049,0.4,1981,1995,0,0,0,0,0,0,1,0,1,0,1,1612,5258,5976,688,1376,1061,243,38,34,510,99,58,514,541,13,57,111,36,109,1
flicl101,0,0,12,0,0,0,0.32377,0.3,1943,1944,0,0,0,0,1,0,0,1,0,1,0,20,40,41,3,7,7,0,0,0,2,1,0,1,2,0,0,0,0,3,0
flooc101,1561,42489,4023,114,54,28,0.364754,0.3,1956,1971,0,0,0,0,1,0,0,0,1,0,1,1759,6357,6958,851,1861,1461,271,44,85,636,88,73,444,609,22,52,72,33,117,1
florg101,95,2686,233,6,6,2,0.446721,0.45,1977,1979,0,0,0,0,1,0,0,0,1,0,1,185,464,511,58,121,93,20,6,2,37,15,10,34,61,2,2,10,1,14,1
florj001,2,54,1,2,0,0,0.42623,0.4,2002,2004,0,1,0,0,0,0,0,0,1,0,1,16,7,10,2,1,1,0,0,0,0,1,1,2,2,0,1,0,0,0,1
flork001,20,532,41,4,2,2,0.42623,0.45,1991,1995,0,1,0,0,0,0,0,0,1,0,1,29,84,92,14,17,12,3,0,2,7,2,0,5,28,0,0,3,0,1,1
florr003,77,2114,161,6,1,0,0.467213,0.35,2015,2017,0,0,0,0,1,0,0,1,0,1,0,119,289,331,21,59,48,9,0,2,20,3,0,31,63,3,2,4,5,11,1
florw001,524,13886,1411,1011,52,280,0.528689,0.6,2013,2019,0,1,0,0,0,0,0,0,1,0,1,670,2131,2296,245,572,379,114,2,77,290,3,3,120,292,6,19,3,23,59,1
flowj101,0,0,999,1243,86,202,0.385246,0.4,1923,1934,0,1,0,0,0,0,0,0,1,0,1,583,1693,1946,229,433,324,75,18,16,201,58,30.5,190,139,0,6,57,0,5,1
floyb101,110,3532,241,359,25,66,0.42623,0.5,1968,1974,0,0,0,0,0,0,1,0,1,0,1,214,425,463,41,93,74,18,1,0,26,2,2,28,99,1,0,5,5,11,0
floyb102,0,0,1,8,0,0,0.344262,0.4,1944,1944,0,0,0,0,0,0,1,0,1,0,1,3,9,10,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
floyc001,1267,32504,2881,134,63,79,0.590164,0.7,1993,2009,0,0,0,0,1,0,0,1,0,0,1,1621,5319,6063,824,1479,883,340,23,233,865,148,43,601,1064,87,91,4,48,85,1
flynd001,1105,29514,2358,3168,103,672,0.364754,0.4,1975,1985,0,1,0,0,0,0,0,0,1,0,1,1308,3853,4085,288,918,757,115,39,7,284,20,20,151,320,58,1,60,20,95,1
folit001,1554,41603,2913,5108,228,1092,0.422131,0.45,1970,1985,0,0,0,0,0,0,1,0,1,0,1,1696,6047,6573,576,1515,1229,241,20,25,501,81,55,265,399,29,35,169,57,119,1
fondd101,514,14055,7459,641,98,690,0.487705,0.6,1951,1958,1,0,0,0,0,0,0,1,0,1,0,967,3502,3759,437,1000,740,144,47,69,373,84,53,203,526,11,7,24,23,52,1
fontm001,329,9152,556,816,37,162,0.364754,0.3,2005,2012,0,1,0,0,0,0,0,1,0,0,1,582,1413,1586,175,374,248,86,13,27,163,17,11,140,289,11,11,7,15,21,1
fontn001,6,232,9,22,1,6,0.487705,0.4,2017,2018,0,1,0,0,0,0,0,1,0,0,1,20,31,35,2,2,0,0,0,2,2,1,1,4,14,0,0,0,0,1,0
fonvc001,122,3513,224,277,20,43,0.32377,0.15,1995,1999,0,1,0,0,0,0,0,0,0,0,1,226,546,602,80,133,121,10,2,0,31,30,10,45,77,2,1,10,0,4,1
forbp001,2,99,8,11,0,2,0.344262,0.35,1998,2001,0,1,0,0,0,0,0,0,1,0,1,12,17,17,1,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,1
fordc001,142,4235,412,20,9,8,0.303279,0.35,1985,1990,0,0,0,0,1,0,0,1,0,0,1,406,742,822,88,182,130,37,8,7,89,36,17,66,126,3,2,3,9,15,1
fordd001,987,26425,2206,49,60,11,0.446721,0.5,1975,1985,0,0,0,0,1,0,0,0,1,0,1,1153,4163,4582,598,1123,750,214,38,121,566,61,37,303,722,19,47,31,38,121,0
fordd002,0,137,11,0,0,0,0.467213,0.3,2010,2011,0,0,0,0,1,0,0,0,1,0,1,33,14,16,8,4,4,0,0,0,0,9,6,1,5,0,1,0,0,0,1
fordh101,0,0,3187,4664,273,895,0.364754,0.35,1919,1933,0,0,0,0,0,0,1,0,1,0,1,1446,4833,5385,484,1269,998,200,55,16,494,21,34,351,354,0,24,177,0,4,1
fordl001,312,9009,719,24,16,5,0.508197,0.45,2003,2012,0,0,0,0,1,0,0,0,1,0,1,519,1585,1795,235,425,297,83,10,35,176,48,10,154,249,5,37,7,12,37,0
fordt102,175,4629,379,16,6,2,0.42623,0.35,1970,1973,0,0,0,0,1,0,0,0,1,0,1,240,711,781,66,156,111,26,2,17,68,7,5,51,134,2,3,9,7,12,0
forsl001,774,20862,1522,1765,69,374,0.487705,0.5,2011,2019,0,1,0,0,0,0,0,0,1,0,1,958,3086,3501,387,758,526,149,13,70,305,42,16,339,745,9,47,5,24,73,1
fossg101,0,0,1,2,1,1,0.385246,0.35,1921,1921,0,0,1,0,0,0,0,0,1,0,1,4,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
foste103,0,0,469,972,86,92,0.282787,0.15,1910,1923,0,0,1,0,0,0,0,0,1,0,1,469,1629,1860,205,428,355,56,17,0,121,47,23,168,78,0,8,55,0,0,0
fostg001,1789,47797,3809,119,62,28,0.42623,0.5,1969,1986,0,0,0,0,1,0,0,0,1,0,1,1977,7023,7812,986,1925,1223,307,47,348,1239,51,31,666,1419,106,52,3,68,196,1
fostl101,63,1842,109,190,14,29,0.364754,0.4,1971,1977,0,0,0,0,0,0,1,0,1,0,1,144,262,289,35,52,42,8,0,2,26,7,3,22,44,1,1,3,1,6,1
fostr101,263,6777,416,17,15,2,0.446721,0.45,1970,1972,0,0,0,0,1,0,0,0,1,0,1,337,1016,1153,136,257,160,51,1,45,118,9,6,110,146,8,20,1,6,32,0
fothb101,0,0,1646,37,69,6,0.631148,0.35,1922,1933,0,0,0,0,1,0,0,0,1,0,1,1106,3269,3579,453,1064,751,225,52,36,582,42,52,202,177,0,20,88,0,0,0
fowlb101,0,0,75,126,21,20,0.42623,0.4,1923,1926,0,0,1,0,0,0,0,1,0,0,1,78,175,181,30,57,47,7,2,1,18,3,2,6,19,0,0,0,0,0,1
fowld001,1244,33083,2673,51,45,17,0.487705,0.7,2008,2019,0,0,0,0,1,0,0,0,0,0,1,1422,4930,5780,800,1280,824,251,82,123,501,147,67,729,1292,16,50,43,28,56,1
fowld002,46,1263,110,1,1,0,0.467213,0.45,2017,2018,0,0,0,0,1,0,0,1,0,1,0,70,192,203,19,43,32,3,2,6,23,6,4,8,47,0,1,0,2,2,0
fox-a001,465,13122,871,1110,73,231,0.528689,0.65,1996,2004,0,0,1,0,0,0,0,1,0,0,1,776,1925,2194,248,461,349,65,17,30,168,74,25,197,407,21,47,18,7,25,1
fox-e001,56,1844,184,4,1,2,0.42623,0.35,1992,1995,0,0,0,0,1,0,0,0,0,1,0,116,258,290,38,51,36,8,2,5,19,5,6,21,48,0,0,10,1,1,0
fox-j001,69,1895,193,47,8,15,0.590164,0.45,2007,2011,0,0,0,0,1,0,0,0,1,0,1,193,489,534,55,116,66,28,2,20,73,0,0,27,106,1,11,0,7,17,1
fox-n101,1632,43512,6102,6385,209,1621,0.344262,0.35,1947,1965,0,1,0,0,0,0,0,1,0,0,1,2367,9232,10349,1279,2663,2161,355,112,35,790,76,80,719,216,24,142,208,48,175,1
fox-p102,0,0,2793,96,68,16,0.364754,0.4,1933,1945,0,0,0,0,1,0,0,0,1,0,1,1461,5636,6168,895,1678,1224,314,75,65,694,158,81,392,471,0,33,107,0,48,0
foy-j101,675,18245,816,1316,125,145,0.569672,0.45,1966,1971,0,0,1,0,0,0,0,0,1,0,1,716,2484,2937,355,615,439,102,16,58,291,99,48,390,405,17,18,21,24,57,1
fralj001,10,265,19,0,1,0,0.487705,0.45,2019,2019,0,0,0,0,1,0,0,1,0,1,0,12,40,41,3,6,4,2,0,0,1,0,0,0,14,0,1,0,0,0,0
franb001,340,9232,676,27,9,6,0.487705,0.5,2007,2013,0,0,0,0,1,0,0,0,1,0,1,563,1579,1771,199,400,243,104,3,50,190,30,17,146,325,2,23,9,14,36,1
franj002,1773,47049,6249,4182,234,1233,0.344262,0.45,1982,2007,1,0,0,0,0,0,0,0,1,0,1,2527,8677,9731,1285,2586,1952,407,54,173,1194,281,107,917,1341,67,38,19,80,312,1
franj005,238,6158,761,303,38,103,0.692623,0.55,2009,2014,0,0,1,0,0,0,0,1,0,0,1,404,996,1091,110,235,133,50,4,48,152,2,6,81,375,6,8,0,6,17,1
frank001,284,7880,721,527,32,108,0.467213,0.45,2006,2015,0,1,0,0,0,0,0,0,1,0,1,514,1246,1363,134,322,245,57,5,15,110,7,5,64,128,5,36,11,6,50,1
franm002,7,199,13,0,0,0,0.528689,0.45,1997,1997,0,0,0,0,1,0,0,0,0,0,1,17,34,37,6,11,9,0,0,2,2,0,0,3,10,0,0,0,0,0,1
franm003,20,605,60,1,0,0,0.446721,0.55,1998,1998,0,0,0,0,1,0,0,1,0,1,0,28,89,98,14,20,14,6,0,0,7,0,0,7,12,0,0,1,1,3,1
franm004,594,15784,451,980,62,89,0.569672,0.5,2014,2019,0,0,1,0,0,0,0,0,1,0,1,656,2338,2539,279,583,367,110,4,102,343,3,1,173,389,38,11,0,17,72,1
franm101,0,0,83,94,7,18,0.405738,0.45,1941,1942,0,0,0,0,0,0,1,0,1,0,1,61,164,178,25,43,33,8,0,2,16,0,0,9,7,0,2,3,0,4,0
frant101,1238,33025,5296,305,70,343,0.467213,0.4,1956,1970,1,0,0,0,0,0,0,1,0,1,0,1719,5121,5776,650,1395,1012,224,34,125,656,46,21,544,694,59,32,38,41,103,1
fraza001,317,8671,569,583,29,138,0.42623,0.35,2016,2019,0,1,0,0,0,0,0,1,0,0,1,452,1424,1574,208,398,270,84,16,28,149,19,14,117,211,8,21,6,6,18,1
frazc001,86,2287,136,6,5,1,0.467213,0.5,2017,2019,0,0,0,0,1,0,0,0,1,0,1,123,393,429,56,100,54,26,4,16,56,2,2,28,126,1,4,0,4,7,0
frazj001,3,75,11,1,0,1,0.487705,0.6,2010,2010,0,0,0,0,1,0,0,0,1,0,1,9,23,24,3,5,4,1,0,0,1,0,0,1,6,0,0,0,0,2,0
frazj101,34,890,73,3,3,0,0.42623,0.45,1947,1956,0,0,0,0,1,0,0,1,0,0,1,217,282,324,31,68,41,15,2,10,45,0,1,35,46,2,3,1,3,8,1
frazl001,101,3288,300,19,8,2,0.405738,0.55,1993,1998,0,0,0,0,1,0,0,0,0,0,1,309,548,626,82,138,118,16,3,1,46,58,9,59,95,0,6,11,2,9,1
frazt001,1093,29094,1394,1887,102,252,0.590164,0.6,2011,2019,0,0,1,0,0,0,0,0,1,0,1,1186,4200,4737,585,1019,589,202,14,214,624,72,37,424,1037,12,71,4,38,93,1
fredj101,0,0,1815,62,50,12,0.364754,0.4,1929,1934,0,0,0,0,1,0,0,1,0,1,0,805,3102,3364,498,954,634,200,35,85,377,23,11.5,210,176,0,26,26,0,12,1
freec001,65,1881,188,3,2,1,0.508197,0.55,2004,2006,0,0,0,0,1,0,0,0,1,0,1,151,285,318,45,64,45,10,6,3,29,6,7,28,68,3,1,4,0,6,1
freed001,973,24627,1293,1615,98,260,0.561475,0.55,2009,2019,0,0,1,0,0,0,0,0,1,0,1,1184,3758,4229,481,1041,724,197,7,113,535,8,11,370,974,11,73,4,24,134,1
freee101,0,0,13,2,0,0,0.364754,0.15,1942,1942,0,0,0,0,1,0,0,0,1,0,1,13,33,38,3,10,6,3,1,0,1,1,0.5,4,3,0,0,1,0,1,1
freef001,1304,34806,10751,776,60,1009,0.590164,0.7,2010,2019,1,0,0,0,0,0,0,1,0,0,1,1346,4953,5703,798,1451,883,319,22,227,805,43,21,646,1168,80,65,0,39,109,1
freeg101,49,1293,50,82,9,3,0.467213,0.45,1953,1961,0,0,1,0,0,0,0,0,1,0,1,61,187,211,17,48,35,8,2,3,23,1,1,18,22,2,2,3,1,7,1
freeg102,859,22488,871,1669,162,196,0.405738,0.4,1955,1966,0,0,1,0,0,0,0,0,1,0,1,1115,3446,3784,429,877,573,161,28,115,432,51,26,243,535,28,20,48,27,75,1
freej101,0,0,0,0,0,0,0.344262,0.25,1927,1927,0,0,0,0,1,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freer001,478,12741,1054,460,37,62,0.446721,0.35,2001,2009,0,0,0,0,1,0,0,0,1,0,1,594,1983,2271,306,532,393,100,17,22,122,143,48,222,350,1,43,21,2,31,1
freer101,170,4460,527,28,7,36,0.467213,0.45,1970,1979,1,0,0,0,0,0,0,0,1,0,1,344,717,828,49,176,125,27,2,22,109,1,4,95,166,5,4,5,7,16,1
fregj101,1699,44550,3805,4555,291,974,0.467213,0.5,1961,1978,0,0,0,0,0,0,1,0,1,0,1,1902,6523,7402,844,1726,1233,264,78,151,706,76,40,715,1097,48,32,79,53,125,1
freia001,13,312,101,5,1,10,0.610656,0.55,2005,2005,1,0,0,0,0,0,0,0,1,0,1,25,65,72,7,16,12,3,0,1,4,0,0,6,17,0,1,0,0,4,0
freih101,0,0,812,1144,132,153,0.344262,0.35,1922,1928,0,0,0,0,0,0,1,0,1,0,1,579,1974,2176,224,537,398,99,25,15,226,32,16.5,138,161,0,6,58,0,0,1
frein001,66,1725,503,24,4,47,0.692623,0.85,2013,2014,1,0,0,0,0,0,0,0,1,0,1,116,277,301,22,71,48,13,1,9,39,0,0,19,54,1,3,0,2,14,0
freiv101,0,0,15,3,1,2,0.385246,0.5,1941,1941,1,0,0,0,0,0,0,0,1,1,0,2,8,8,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0
frenr101,0,0,82,174,29,26,0.336066,0.3,1920,1924,0,0,0,0,0,0,1,0,1,0,1,82,187,208,29,36,29,6,1,0,19,3,1,14,21,0,1,6,0,0,1
frenw101,0,0,465,23,16,9,0.32377,0.2,1923,1929,0,0,0,0,1,0,0,1,0,0,1,397,981,1071,142,297,238,45,12,2,109,13,7,44,62,0,5,41,0,0,0
freyl101,0,0,3293,4278,317,873,0.344262,0.35,1933,1948,0,1,0,0,0,0,0,1,0,0,1,1535,5517,6402,848,1482,1089,263,69,61,549,105,51,752,525,0,28,105,0,73,1
friah001,65,2009,96,183,10,38,0.344262,0.45,1997,2000,0,1,0,0,0,0,0,0,0,0,1,173,311,359,53,72,56,9,3,4,25,6,5,47,45,2,0,1,0,7,1
friap101,379,10996,739,1235,93,248,0.340164,0.35,1973,1981,0,0,0,0,0,0,1,0,1,0,1,723,1346,1447,132,323,265,49,8,1,108,12,8,49,136,14,5,36,11,31,1
fridj101,60,1602,220,4,4,0,0.528689,0.55,1952,1958,0,0,0,0,1,0,0,0,1,0,1,152,424,468,50,105,80,12,5,8,53,3,4,35,83,0,3,5,1,16,1
frieb101,0,0,2,0,0,0,0.487705,0.6,1941,1941,0,0,0,0,1,0,0,0,1,0,1,5,11,12,2,3,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0
frieo101,16,389,410,514,41,112,0.42623,0.5,1949,1956,0,1,0,0,0,0,0,0,1,0,1,208,598,670,69,136,97,24,2,13,76,2,2,55,109,0,2,15,0,23,1
frinf101,0,0,0,0,0,0,0.42623,0.5,1934,1934,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frisf101,0,0,4918,7170,371,1174,0.364754,0.4,1919,1937,0,1,0,0,0,0,0,0,0,0,1,2311,9112,10100,1532,2880,2171,466,138,105,1244,419,190.5,728,272,0,31,229,0,55,1
frobd001,115,3771,297,11,14,4,0.491803,0.65,1982,1987,0,0,0,0,1,0,0,1,0,0,1,268,542,607,70,109,64,21,4,20,58,13,10,55,155,8,2,6,2,14,1
fryej001,542,14761,1116,1560,51,341,0.42623,0.3,1992,2001,0,1,0,0,0,0,0,0,1,0,1,667,2155,2451,316,626,464,135,11,16,194,56,25,212,279,2,22,41,21,40,1
frymt001,1665,43895,1393,3582,179,460,0.42623,0.5,1990,2002,0,0,1,0,0,0,0,0,1,0,1,1698,6481,7217,895,1776,1168,345,40,223,1022,72,38,602,1369,19,41,15,78,154,0
fuenj001,11,301,98,3,0,6,0.545082,0.55,2019,2019,1,0,0,0,0,0,0,0,1,0,1,24,55,56,8,12,8,1,0,3,7,1,0,1,20,0,0,0,0,0,1
fuenm001,1,24,4,0,0,0,0.467213,0.6,1983,1984,0,0,0,0,1,0,0,0,1,0,1,9,8,9,1,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1
fuenr001,48,1449,108,2,4,0,0.344262,0.45,2013,2017,0,0,0,0,1,0,0,1,0,1,0,100,210,225,25,50,43,2,2,3,15,7,3,14,59,0,0,1,0,0,1
fuent101,1383,37158,3320,4167,224,915,0.405738,0.4,1965,1978,0,1,0,0,0,0,0,0,0,0,1,1499,5566,6073,610,1491,1189,211,46,45,438,80,47,298,561,23,33,133,43,107,1
fukuk001,482,13224,1066,22,12,5,0.508197,0.45,2008,2012,0,0,0,0,1,0,0,1,0,0,1,596,1929,2276,264,498,332,111,13,42,195,29,29,307,402,17,8,14,18,35,1
fulgd101,0,0,0,0,0,0,0.364754,0.25,1921,1921,0,0,0,0,0,0,1,0,1,0,1,2,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
fullb001,282,6920,2167,148,27,180,0.446721,0.5,1997,2004,1,0,0,0,0,0,0,1,0,0,1,807,2789,3065,395,778,445,203,16,114,442,32,21,216,373,33,37,0,23,71,1
fullc101,0,0,1043,54,27,10,0.385246,0.3,1928,1936,0,0,0,0,1,0,0,0,1,0,1,590,1855,2024,305,548,430,92,14,12,167,46,23,132,113,0,14,23,0,22,1
fullf101,0,0,20,20,2,2,0.303279,0.2,1915,1923,0,1,0,0,0,0,0,0,0,0,1,6,21,22,3,5,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0
fullj101,0,3,1,0,0,0,0.42623,0.55,1974,1974,0,0,0,0,1,0,0,1,0,1,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fullj102,81,2156,207,11,7,4,0.569672,0.6,1973,1977,1,0,0,0,0,0,0,0,1,0,1,107,315,341,24,61,33,17,0,11,41,1,1,19,130,3,4,3,0,4,1
fullv101,228,6441,535,540,23,135,0.385246,0.5,1964,1970,0,1,0,0,0,0,0,0,1,0,1,325,785,883,67,182,131,33,4,14,65,6,6,73,172,4,12,7,6,16,0
fundm001,9,225,19,1,0,0,0.614754,0.65,1981,1985,0,0,0,0,1,0,0,0,1,0,1,31,85,95,9,25,14,8,1,2,15,0,1,7,13,0,0,0,3,4,0
funkl101,0,0,672,23,20,8,0.344262,0.25,1929,1933,0,0,0,0,1,0,0,1,0,1,0,273,976,1088,134,261,192,47,16,6,105,29,21,73,58,0,5,34,0,0,0
furcr001,1552,41056,2438,4782,250,1051,0.487705,0.25,2000,2014,0,0,0,0,0,0,1,0,0,0,1,1614,6477,7236,1063,1817,1324,311,69,113,587,314,94,643,910,24,22,55,39,84,1
furic101,641,17449,3322,151,74,34,0.467213,0.45,1946,1960,0,0,0,0,1,0,0,0,1,0,1,1806,6378,7022,895,1910,1338,324,56,192,1058,48,41.5,514,436,28,47,59,24,207,1
furmj001,12,339,24,25,2,6,0.467213,0.45,2005,2007,0,1,0,0,0,0,0,0,1,0,1,29,43,52,8,8,5,2,1,0,2,0,0,7,12,0,2,0,0,0,1
gabrl101,0,0,34,9,1,3,0.54918,0.6,1939,1939,1,0,0,0,0,0,0,1,0,1,0,5,18,20,3,4,4,0,0,0,1,0,0,2,3,0,0,0,0,0,1
gabrl102,428,11086,926,50,19,33,0.54918,0.65,1960,1970,0,0,0,0,1,0,0,1,0,0,1,708,1764,1940,178,446,333,64,12,37,176,20,12,145,315,20,4,17,10,21,1
gafff101,0,0,135,4,3,0,0.446721,0.35,1936,1942,0,0,0,0,1,0,0,0,1,0,1,129,321,359,43,73,48,14,4,7,42,2,2,30,47,0,2,6,0,4,0
gaglp101,292,8162,697,570,40,106,0.42623,0.5,1963,1974,0,1,0,0,0,0,0,0,1,0,1,702,1411,1605,150,336,265,50,7,14,159,5,4,163,184,7,4,12,15,35,1
gagnc101,0,0,3,4,1,0,0.336066,0.2,1922,1924,0,0,0,0,0,0,1,0,1,0,1,14,9,9,3,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
gagng001,1649,43436,2563,4934,214,967,0.446721,0.4,1983,1997,0,0,0,0,0,0,1,0,1,0,1,1798,5673,6207,712,1440,983,296,50,111,604,108,96,367,1121,20,40,89,38,111,1
gaind101,0,0,379,23,10,14,0.42623,0.45,1909,1922,1,0,0,0,0,0,0,0,1,0,1,90,215,253,28,54,33,13,6,2,36,5,4.5,27,21,0,1,10,0,0,1
gainj001,7,180,52,2,1,3,0.467213,0.45,1993,1993,1,0,0,0,0,0,0,1,0,1,0,23,41,45,4,7,4,0,0,3,6,1,1,4,12,0,0,0,0,0,1
gainj101,177,4670,292,5,21,1,0.467213,0.5,1960,1966,0,0,0,0,1,0,0,0,1,0,1,362,771,870,104,186,131,25,9,21,95,14,4,81,197,0,5,9,4,16,1
gaint001,22,656,61,0,2,0,0.467213,0.5,1985,1987,0,0,0,0,1,0,0,1,0,0,1,57,111,124,12,24,19,3,1,1,7,4,1,10,37,0,2,1,0,0,1
galaa001,1992,53276,18244,1376,176,1648,0.651639,0.6,1985,2004,1,0,0,0,0,0,0,0,1,0,1,2257,8096,8916,1195,2333,1458,444,32,399,1425,128,81,583,2003,106,178,1,58,179,1
